kasuZbkia,gaixotasunak,gaixotasunUMLS,sintomak,sintomenUMLS,gaixSin,gaixSinUMLS
191,"ataxia espinocerebelosa,enfermedad","C0087012 C0087012,C0012634#C0039082",ataxia,C0004134,"ataxia,mutación,expansiva,ataxia,enfermedad,enfermedad","C0004134,-,-,C0087012_1,C0012634#C0039082,C0012634#C0039082"
192,"le,atrofia óptica de Leber,le,enfermedad","C1292157#C0409974,C0917796 C0917796 C0917796 C0917796,C1292157#C0409974,C0012634#C0039082","le,le","C1292157#C0409974,C1292157#C0409974","atrofia,mutación","C0917796_1,-"
193,"síncope,asistolia","C0039070#C0332521_1,C0018790","mal pronóstico,pródromos,síncope,registro","C0278252 C0278252,C0240805,C0039070#C0332521_1,C0079809#C0421433","mal,pronóstico,mareos,pródromos,síncope,asistolia","C0278252_1,C0278252_2,C0012833#C0220870,C0240805,C0039070#C0332521_1,C0018790"
194,"fibrilación auricular,le,bloqueo auriculoventricular completo","C0004238 C0004238,C1292157#C0409974,C0151517 C0151517 C0151517","Mujer,le","C0043210#C0015780#C0086418,C1292157#C0409974","hipertensa,fibrilación,bloqueo","-,C0004238_1,C0151517_1"
195,"edemas,hepatomegalia,edemas,arritmia,fibrilación auricular","C0013604,C0019209,C0013604,C0003811,C0004238 C0004238","Mujer,soplo,edemas,cianosis,Soplo sistólico,edemas","C0043210#C0015780#C0086418,C0006318#C0018808_1,C0013604,C0010520,C0232257 C0232257,C0013604","soplo,palpitaciones,cansancio,edemas,cianosis,Soplo,estertores,hepatomegalia,edemas,arritmia,fibrilación,Trastorno,de,conducción","C0006318#C0018808_1,-,C0015672#C0475255,C0013604,C0010520,C0232257_1,-,C0019209,C0013604,C0003811,C0004238_1,C0012634#C0039082,C0332285,C0457405"
197,angina,C0002962,disnea,C0013404#C0553668,"disnea,angina,sincopes","C0013404#C0553668,C0002962,-"
198,"le,enfermedad,estenosis","C1292157#C0409974,C0012634#C0039082,C0009814#C1261287","le,nauseoso,astenia,sudoración","C1292157#C0409974,C0027497,C0004093#C3714552,C0038990_1","enfermedad,ulcerosa,estenosis,estado,nauseoso,astenia,sudoración,mareos,retortijones,despeños,diarreicos","C0012634#C0039082,C0041582,C0009814#C1261287,C0449438#C1301808,C0027497,C0004093#C3714552,C0038990_1,C0012833#C0220870,-,-,-"
199,"vómito,diverticulitis","C0042963#C0042965,C0012813","mujer,dolor en fosa ilíaca izquierda,dolor a la palpación","C0043210#C0015780#C0086418,C0476307 C0476307 C0476307 C0476307 C0476307,C0234233 C0234233 C0234233 C0234233","dolor,fiebre,vómito,dolor,ocupación,defensa,descompresión,diverticulitis","C0476307_1,C0015967,C0042963#C0042965,C0234233_1,C0028811,-,C1829459#C0021153,C0012813"
200,"anemia ferropénica,le","C0162316#C0008272 C0162316#C0008272,C1292157#C0409974",le,C1292157#C0409974,"anemia,aumento","C0162316#C0008272_1,C0442805"
201,colitis ulcerosa,C0009324#C2919828 C0009324#C2919828,Mujer,C0043210#C0015780#C0086418,"colitis,brote","C0009324#C2919828_1,-"
203,"anemia,hernia de hiato,divertículos","C0002871#C0221395#C1510654,C3489393 C3489393 C3489393,C0012817#C1510475","Mujer,dolores,ciego","C0043210#C0015780#C0086418,C0030193,C0332224#C0525065#C1278925#C0456909#C0007531","dolores,anemia,hernia,divertículos","C0030193,C0002871#C0221395#C1510654,C3489393_1,C0012817#C1510475"
204,hematemesis,C0018926,,,"hematemesis,sudoroso","C0018926,-"
205,"adicción a drogas,hepatomegalia,ascitis","C1510472 C1510472 C1510472,C0019209,C0003962","Mujer,astenia,anorexia,pérdida de peso,fiebre,dolor abdominal,problemas familiares,asterixis,ictericia,volumen","C0043210#C0015780#C0086418,C0004093#C3714552,C1971624,C0043096#C1285591 C0043096#C1285591 C0043096#C1285591,C0015967,C0000737 C0000737,C0424960 C0424960,C0232766,C0022346,C0449468#C0178733","astenia,anorexia,pérdida,ictericia,fiebre,dolor,desorientación,malnutríción,asterixis,ictericia,hepatomegalia,ascitis,irritación","C0004093#C3714552,C1971624,C0043096#C1285591_1,C0022346,C0015967,C0000737_1,C0233407,-,C0232766,C0022346,C0019209,C0003962,C0441723"
206,anemia,C0002871#C0221395#C1510654,ictericia conjuntival dolor abdominal,C0240962 C0240962 C0000737 C0000737,"ictericia,dolor,anemia","C0240962_1,C0000737_1,C0002871#C0221395#C1510654"
207,,,,,,
208,"diabetes mellitus tipo 2,les","C0011860 C0011860 C0011860 C0011860,C1292157#C0409974","dieta,astenia,les","C0012155,C0004093#C3714552,C1292157#C0409974","diabetes,mellitus,astenia","C0011860_1,C0011860_2,C0004093#C3714552"
209,accidente cerebrovascular hipertensión arterial diabetes mellitus tipo 2,C0038454#C1540600 C0038454#C1540600 C0020538 C0020538 C0011860 C0011860 C0011860 C0011860,mujer,C0043210#C0015780#C0086418,"accidente,hipertensión,diabetes,mellitus","C0038454#C1540600_1,C0020538_1,C0011860_1,C0011860_2"
210,"irritación meníngea,lesión ocupante de espacio adenoma hipofisario,hemorragia,desviación,compresión","C0025287 C0025287,C0332562 C0332562 C0332562 C0332562 C0032000 C0032000,C0019080,C0185033#C0333051,C0332459#C1285497","Mujer,cefalea,signos,signos,hemorragia","C0043210#C0015780#C0086418,C0018681,C0311392,C0311392,C0019080","cefalea,irritación,alteraciones,oftalmoplejía,lesión,adenoma,hemorragia,desviación","C0018681,C0025287_1,-,C0029089,C0332562_1,C0032000_1,C0019080,C0185033#C0333051"
211,"tumor neuroendocrino,tumor,quiste simple","C0206754 C0206754,C0027651,C0037157 C0037157","mujer,amenorrea,cólicos,cólicos","C0043210#C0015780#C0086418,C0002453,C0423605#C0232488#C3665357,C0423605#C0232488#C3665357","tumor,tumor,tumor,quiste,amenorrea,cólicos,cólicos","C0206754_1,C0027651,C0027651,C0037157_1,C0002453,C0423605#C0232488#C3665357,C0423605#C0232488#C3665357"
212,hernia inguinal diarrea crónica,C0019294#C0401063 C0019294#C0401063 C0401151 C0401151,calambres,C0026821,"hernia,diarrea,calambres","C0019294#C0401063_1,C0401151_1,C0026821"
213,hiperparatiroidismo,C0020502,,,hiperparatiroidismo,C0020502
214,"infarto agudo de miocardio,edema agudo de pulmón,anemia aplásica","C0155626 C0155626 C0155626 C0155626,C0155919 C0155919 C0155919 C0155919,C0002874 C0002874","portador,soplo pansistólico,presencia de células","C0560175,C0232258 C0232258,C0427850 C0427850 C0427850","infarto,hipotensión,soplo,edema,pancitopenia,células,inmaduras,anemia","C0155626_1,C0020649,C0232258_1,C0155919_1,C0030312,C0427850_3,C0205252,C0002874_1"
215,,,mujer,C0043210#C0015780#C0086418,,
216,edemas,C0013604,"edemas,astenia,hipogammaglobulinemia","C0013604,C0004093#C3714552,C0001768#C0086438","edemas,astenia,hipogammaglobulinemia,cadenas","C0013604,C0004093#C3714552,C0001768#C0086438,C3540771#C0337112"
217,petequias,C0031256,"cefalea,astenia","C0018681,C0004093#C3714552","cefalea,astenia,petequias,esquistocitos","C0018681,C0004093#C3714552,C0031256,C0221282"
218,fractura patológica,C0016663 C0016663,hallazgos,C0243095,fractura,C0016663_1
219,"petequias,equimosis,petequias,equimosis,zonas,decúbito,esplenomegalia","C0031256,C0013491,C0031256,C0013491,C0019360,C0442303#C0011127,C0038002","equimosis,equimosis,hallazgos,morfología","C0013491,C0013491,C0243095,C0700329#C0332437","cuadro,gripal,petequias,equimosis,petequias,equimosis,adenopatías,esplenomegalia","-,-,C0031256,C0013491,C0031256,C0013491,-,C0038002"
220,lesión ulcerosa,C0041582 C0041582,"fiebre,malestar general,HIV negativo","C0015967,C0234215#C0231218 C0234215#C0231218,C0481430 C0481430","fiebre,malestar,lesión,adenopatías,HIV","C0015967,C0234215#C0231218_1,C0041582_1,-,C0481430_1"
221,"leucemia,neumonía,infiltrado,lesión,punción","C0023418,C0032285#C3714636,C0332448,C0332447#C1313971#C0221198,C0033119",signo del halo,C0233205 C0233205 C0233205,"leucemia,neumonía,infiltrado,lesión","C0023418,C0032285#C3714636,C0332448,C0332447#C1313971#C0221198"
222,"diabetes mellitus tipo 2,exantema,petequias,leucopenia,gota","C0011860 C0011860 C0011860 C0011860,C0015230,C0031256,C0023530#C0750394,C0018099#C1321095","fiebre,escalofríos,cefalea,leucopenia","C0015967,C0234192#C0085593#C0424790,C0018681,C0023530#C0750394","diabetes,mellitus,fiebre,escalofríos,tiritona,artromialgias,cefalea,exantema,petequias,leucopenia,elevación,gota,malaria","C0011860_1,C0011860_2,C0015967,C0234192#C0085593#C0424790,-,-,C0018681,C0015230,C0031256,C0023530#C0750394,C0439775,C0018099#C1321095,C1320124_3"
223,"hepatomegalia,hipergammaglobulinemia policlonal infección por VIH","C0019209,C0154254 C0154254 C0019693 C0019693 C0019693","Mujer,fiebre,síntomas","C0043210#C0015780#C0086418,C0015967,C1457887","fiebre,focalidad,infecciosa,hepatomegalia,elevación,hipergammaglobulinemia,infección,VIH,VIH,poliartritis","C0015967,-,-,C0019209,C0439775,C0154254_1,C0019693_1,C0019693_3,C0458074#C0019682_1,C0162323"
224,"mieloma múltiple,neutropenia,condensación","C0026764 C0026764,C0027947#C0001824#C1534864#C1576411#C0853697,C0333119","mujer,neutropenia,fiebre,tos","C0043210#C0015780#C0086418,C0027947#C0001824#C1534864#C1576411#C0853697,C0015967,C0010200_1","mieloma,neutropenia,fiebre,tos,expectoración,condensación","C0026764_1,C0027947#C0001824#C1534864#C1576411#C0853697,C0015967,C0010200_1,C0232515#C0038056,C0333119"
225,,,fiebre,C0015967,"bronquítico,cuadro,neumónico,Streptococcus,pneumoniae,fiebre","-,-,-,-,-,C0015967"
226,"enfermedad,exudado","C0012634#C0039082,C0015388#C0311437","fiebre,dolor de garganta,tos","C0015967,C0242429 C0242429 C0242429,C0010200_1","fiebre,dolor,enfermedad,tos,exudado,adenopatías,dolorosas","C0015967,C0242429_1,C0012634#C0039082,C0010200_1,C0015388#C0311437,-,-"
227,"tuberculosis pulmonar,tuberculosis","C0041327 C0041327,C0041296","consumo excesivo de alcohol,tos","C0560219 C0560219 C0560219 C0560219,C0010200_1","tuberculosis,tos,fiebre,expectoración,Mycobacterium,tuberculosis,tuberculosis","C0041327_1,C0010200_1,C0015967,C0232515#C0038056,C0026926_1,C0026926_2,C0041296"
228,rash cutáneo,C0015230 C0015230,"fiebre,relación sexual","C0015967,C1314687#C0009990#C0009253 C1314687#C0009990#C0009253","fiebre,adenopatías,rash,VIH","C0015967,-,C0015230_1,C0458074#C0019682_1"
229,"amigdalitis,exantema,hepatoesplenomegalia,pancitopenia,coagulopatía,insuficiencia,respiratoria","C0040425,C0015230,C0019214,C0030312,C0005779,C0035229_1,C0035229_2","fiebre,fiebre continua,se traslada,insuficiencia,respiratoria","C0015967,C0424767 C0424767,C0728827 C0728827,C0035229_1,C0035229_2","amigdalitis,fiebre,virus,de,EpsteinBarr,fiebre,pancitopenia,hepatitis,coagulopatía,confusión,insuficiencia,infiltrados","C0040425,C0015967,C0042776,C0332285,-,C0424767_1,C0030312,C0019158,C0005779,C0009090,C0035229_1,-"
230,"rinitis alérgica,hematuria","C2607914 C2607914,C0018965","mujer,no embarazada,sedimento urinario","C0043210#C0015780#C0086418,C0232973 C0232973,C2945609#C1261248 C2945609#C1261248","rinitis,lesiones,hematuria","C2607914_1,C0332447#C1313971#C0221198,C0018965"
231,insuficiencia renal crónica,C0403447 C0403447 C0403447,Mujer,C0043210#C0015780#C0086418,"diabetes,insuficiencia","-,C0403447_1"
232,"hemoptisis,depósito","C0019079,C0442627#C0333562",disnea,C0013404#C0553668,"disnea,hemoptisis,semilunas","C0013404#C0553668,C0019079,-"
233,,,"disnea,hallazgo","C0013404#C0553668,C0243095","disnea,nodulo,nodulos","C0013404#C0553668,-,-"
235,"tumor,carcinoma de células renales,defectos,infiltración","C0027651,C0279702#C0007134#C1378703 C0279702#C0007134#C1378703 C0279702#C0007134#C1378703 C0279702#C0007134#C1378703,C1457869#C0231172,C0702249#C0332448",defectos,C1457869#C0231172,"tumor,carcinoma,infiltración","C0027651,C0279702#C0007134#C1378703_1,C0702249#C0332448"
236,,,sibilancias inspiratorias,C0231874 C0231874,"asmático,agudización,sibilancias","-,-,C0231874_1"
237,lesión,C0332447#C1313971#C0221198,"pelea,signos","C0337192#C0424324,C0311392","pelea,enolismo,lesión,hipofonesis","C0337192#C0424324,-,C0332447#C1313971#C0221198,-"
238,,,mujer,C0043210#C0015780#C0086418,,
239,"derrame pleural,linfocitosis","C0032227 C0032227,C0024282#C0853698",linfocitosis,C0024282#C0853698,"derrame,linfocitosis,atipias","C0032227_1,C0024282#C0853698,-"
240,"cirrosis hepática,derrame pleural","C0023890 C0023890,C0032227 C0032227",,,"cirrosis,ascitis,derrame","C0023890_1,C0003962,C0032227_1"
241,"neoplasia de páncreas,edema","C0030297 C0030297 C0030297,C0013604","dolor,edema","C0030193,C0013604","neoplasia,dolor,edema","C0030297_1,C0030193,C0013604"
242,"lagrimeo,rinorrea","C2363241#C0152227,C1260880_1","Mujer,dolor intenso,rinorrea","C0043210#C0015780#C0086418,C0458256 C0458256,C1260880_1","dolor,lagrimeo,rinorrea","C0458256_1,C2363241#C0152227,C1260880_1"
243,"enfermedad,coma,lesiones","C0012634#C0039082,C0009421,C0332447#C1313971#C0221198",coma,C0009421,lesiones,C0332447#C1313971#C0221198
244,deterioro,C1265875#C0684336#C0231171,"deterioro,torpeza,alucinaciones","C1265875#C0684336#C0231171,C0233844,C0018524","deterioro,lentitud,torpeza,alucinaciones,empeoramiento","C1265875#C0684336#C0231171,-,C0233844,C0018524,-"
245,"hemiparesia derecha,deterioro,hematoma","C0457435 C0457435,C1265875#C0684336#C0231171,C0018944","afasia,dieta,deterioro","C0003537,C0012155,C1265875#C0684336#C0231171","afasia,hemiparesia,hipertensión,deterioro,hematoma","C0003537,C0457435_1,-,C1265875#C0684336#C0231171,C0018944"
246,"fractura,arteritis,osteoporosis","C0016658,C0003860,C0029456","Mujer,menopausia","C0043210#C0015780#C0086418,C0025320#C0567312","menopausia,fractura,arteritis,osteoporosis","C0025320#C0567312,C0016658,C0003860,C0029456"
247,,,dolor mecánico,C0234252 C0234252,"dolor,cojera","C0234252_1,C0311395#C1456822"
248,deformidad,C0302142,"mujer,caída,dolor,deformidad,volumen","C0043210#C0015780#C0086418,C0085639,C0030193,C0302142,C0449468#C0178733","caída,dolor,deformidad,aumento,imposibilidad","C0085639,C0030193,C0302142,C0442805,-"
249,"le,traumatismo,dolor lumbar","C1292157#C0409974,C3263723,C0024031 C0024031","le,parestesias","C1292157#C0409974,C0030554","traumatismo,dolor,dificultad,pérdida,parestesias","C3263723,C0024031_1,C1299586#C0332218,-,C0030554"
250,,,"dolor,hinchazón","C0030193,C0038999","dolor,hinchazón","C0030193,C0038999"
251,"le,le,bloqueo aurículo-ventricular hipertensión arterial,diabetes mellitus obesidad mórbida,infiltraciones","C1292157#C0409974,C1292157#C0409974,C0004245 C0004245 C0020538 C0020538,C0011849 C0011849 C0028756 C0028756,C0702249#C0332448","le,mujer,le,desorientación,temblores","C1292157#C0409974,C0043210#C0015780#C0086418,C1292157#C0409974,C0233407,C0040822#C1527384","bloqueo,hipertensión,hipercolesterolemia,diabetes,mellitus,obesidad,obesidad,agitada,desorientación,midriasis,tiritonas,temblores","C0004245_1,C0020538_1,C0020443,C0011849_1,C0011849_2,C0028756_1,C0028754#C0451819#C1563743,-,C0233407,C0026961,-,C0040822#C1527384"
252,"insuficiencia,respiratoria linfangitis carcinomatosa cáncer gástrico","C0035229_1,C0035229 C0238258 C0238258 C0024623 C0024623","insuficiencia,respiratoria","C0035229_1,C0035229_2","insuficiencia,linfangitis,cáncer","C0035229_1,C0238258_1,C0024623_1"
253,"úlcera,almohadilla,úlcera,exudado,úlcera","C0041582,C0332568#C1882271,C0041582,C0015388#C0311437,C0041582_1",mujer,C0043210#C0015780#C0086418,"incontinente,úlcera,úlcera,exudado,úlcera","C0231238,C0041582,C0041582,C0015388#C0311437,C0041582_1"
254,"cáncer de pulmón,metástasis","C0242379#C0684249 C0242379#C0684249 C0242379#C0684249,C2939419#C0013930",,,"cáncer,metástasis,metástasis","C0242379#C0684249_1,C2939419#C0013930,C2939419#C0013930"
255,"ascitis a tensión,edemas,ascitis,masas","C0741244 C0741244 C0741244,C0013604,C0003962,C1306372#C0577559","Mujer,astenia,anorexia,adelgazamiento,edemas,signos,masas,hallazgos,líquido","C0043210#C0015780#C0086418,C0004093#C3714552,C1971624,C0332528,C0013604,C0311392,C1306372#C0577559,C0243095,C0444611#C1304698#C1697794#C0302908#C1704353","astenia,anorexia,adelgazamiento,ascitis,edemas,ascitis,masas","C0004093#C3714552,C1971624,C0332528,C0741244_1,C0013604,C0003962,C1306372#C0577559"
256,deterioro,C1265875#C0684336#C0231171,"varón,fiebre,deterioro,taquipnea","C0086582,C0015967,C1265875#C0684336#C0231171,C0231835","esquizofrénico,fiebre,deterioro,taquipnea","-,C0015967,C1265875#C0684336#C0231171,C0231835"
257,"gastroenteritis aguda,deshidratación leve","C0267446 C0267446,C3472705 C3472705",signos,C0311392,"gastroenteritis,deshidratación,sangre,moco,intolerancia","C0267446_1,C3472705_1,C0005767,C0026727,C0231199"
258,,,ictericia,C0022346,ictericia,C0022346
259,"angioedema,conjuntivitis,le,alergia,hipotensión","C0002994,C0009763,C1292157#C0409974,C0020517,C0020649","niño de,congestión nasal,sibilancias","C0680063 C0680063,C0027424 C0027424,C0043144#C0392681","angioedema,conjuntivitis,congestión,ronquera,alergia,hipotensión,pálido,sudoroso,sibilancias","C0002994,C0009763,C0027424_1,-,C0020517,C0020649,C1971630#C0017651,-,C0043144#C0392681"
260,dilatación,C0012359,"Mujer,gestación,registro","C0043210#C0015780#C0086418,C0549206#C0032961#C0549169,C0079809#C0421433","dilatación,patrón,fetal,decelerativo","C0012359,C0449774,-,-"
261,"le,le,lesión,abortos,dilatación,membranas","C1292157#C0409974,C1292157#C0409974,C0332447#C1313971#C0221198,C0156543#C1281512,C0012359,C0332875","le,mujer,le,gestación,vivos,contracciones","C1292157#C0409974,C0043210#C0015780#C0086418,C1292157#C0409974,C0549206#C0032961#C0549169,C2584946,C1140999","lesión,H-SIL,sensación,de,peso,dilatación,contracciones","C0332447#C1313971#C0221198,-,C0036658#C1455667,C0332285,C0043100,C0012359,C1140999"
262,"reducción,accidente cerebrovascular,asma","C0333668,C0038454#C1540600 C0038454#C1540600,C0004096#C0085129#C1319018#C1260881",mujer,C0043210#C0015780#C0086418,"accidente,asma,efectos,teratogénicos","C0038454#C1540600_1,C0004096#C0085129#C1319018#C1260881,C1704419#C1280500#C1280519,-"
263,agenesia de vagina,C1261251#C1321884 C1261251#C1321884 C1261251#C1321884,"aumento de peso,amenorrea","C0043094 C0043094 C0043094,C0002453","aumento,amenorrea,agenesia","C0043094_1,C0002453,C1261251#C1321884_1"
264,"SIDA,hepatitis B","C0001175,C0019163 C0019163","Varón,homosexual","C0086582,C0019900","VIH,SIDA,hepatitis","C0458074#C0019682_1,C0001175,C0019163_1"
265,carcinoma escamoso,C0007137 C0007137,"hábito,no bebedor","C0018464,C0457801 C0457801","hábito,tabáquico,bebedor,carcinoma","C0018464,-,C0457801_2,C0007137_1"
266,placa,C0332461,"Mujer,hábitos,dolor intenso,hábito","C0043210#C0015780#C0086418,C0018464,C0458256 C0458256,C0018464","hábitos,tóxicos,dolor","C0018464,-,C0458256_1"
267,"lesiones,erosiones","C0332447#C1313971#C0221198,C0333307",,,"lesiones,pruriginosas,erosiones","C0332447#C1313971#C0221198,C0439707,C0333307"
268,,,"mujer,conflictos","C0043210#C0015780#C0086418,C0009671",nerviosa,-
269,separación,C0036679,"Mujer,anhedonia,llanto,pérdida de energía,pérdida de peso","C0043210#C0015780#C0086418,C0178417,C0010399,C0015672 C0015672 C0015672,C0043096#C1285591 C0043096#C1285591 C0043096#C1285591","ánimo,deprimido,anhedonia,pérdida,llanto,pérdida,sensación,de,inutilidad,culpa,pérdida,incapacidad","-,-,C0178417,-,C0010399,C0015672_1,C0036658#C1455667,C0332285,-,C0018379,C0043096#C1285591_1,C0231172"
270,"enfermedades,le","C0012634#C0039082,C1292157#C0409974","fumador,cansancio,cantidades,le","C0337664,C0015672#C0475255,C1265611#C0237753,C1292157#C0409974","cansancio,verborreico,enfermedades,episodio,depresivo","C0015672#C0475255,-,C0012634#C0039082,C0332189,-"
271,le,C1292157#C0409974,"Mujer,le","C0043210#C0015780#C0086418,C1292157#C0409974","hiperactiva,nerviosa,insomne","C0443272,-,-"
272,"traumatismo,impotencia,derrame","C3263723,C0242350,C0013687","dolor,impotencia,murmullo vesicular","C0030193,C0242350,C0231857 C0231857","traumatismo,dolor,impotencia,abolición,matidez,derrame","C3263723,C0030193,C0242350,-,-,C0013687"
273,"tumefacción,impotencia,derrame articular leucocitosis con neutrofilia","C0038999,C0242350,C1253936#C0311222 C1253936#C0311222 C3665444#C1282609 C3665444#C1282609 C3665444#C1282609","dolor,tumefacción,impotencia,fiebre,signos","C0030193,C0038999,C0242350,C0015967,C0311392","dolor,tumefacción,impotencia,fiebre,signos,inflamatorios,derrame,leucocitosis,neutrofilia,elevación,monoartritis","C0030193,C0038999,C0242350,C0015967,C0311392,C0333348,C1253936#C0311222_1,C3665444#C1282609_1,C3665444#C1282609_3,C0439775,C0158026"
274,"amaurosis,papiledema","C0376288,C0030353#C0155288","Mujer,obesa,cefalea pulsátil,papiledema","C0043210#C0015780#C0086418,C0028754,C0423618 C0423618,C0030353#C0155288","obesa,cefalea,diplopia,amaurosis,papiledema","C0028754,C0423618_1,-,C0376288,C0030353#C0155288"
275,,,amenorrea primaria,C0232939 C0232939,"amenorrea,vello","C0232939_1,C0221988_1"
276,vómitos,C0042963_1,"mujer,dolor en la ingle,tumoración","C0043210#C0015780#C0086418,C0239783 C0239783 C0239783 C0239783,C0577559","dolor,vómitos,tumoración","C0239783_1,C0042963_1,C0577559"
277,"cardiopatía isquémica,le,rectorragia,lesión,pólipo,adenocarcinoma,enfermedad,Tumores","C0002962#C0151744 C0002962#C0151744,C1292157#C0409974,C0267596#C0018932_1,C0332447#C1313971#C0221198,C0032584,C0001418,C0012634#C0039082,C0027651","le,rectorragia,hallazgos,hallazgos,ciego","C1292157#C0409974,C0267596#C0018932_1,C0243095,C0243095,C0332224#C0525065#C1278925#C0456909#C0007531","HTA,cardiopatía,EPOC,rectorragia,lesión,adenocarcinoma,enfermedad","-,C0002962#C0151744_1,-,C0267596#C0018932_1,C0332447#C1313971#C0221198,C0001418,C0012634#C0039082"
278,"colitis ulcerosa,le,cáncer,displasia","C0009324#C2919828 C0009324#C2919828,C1292157#C0409974,C1306459#C0936282#C0006826,C0334044#C1279612","le,signos","C1292157#C0409974,C0311392","colitis,afectación,cáncer,actividad,inflamatoria,displasia","C0009324#C2919828_1,-,C1306459#C0936282#C0006826,C0441655,C0333348,C0334044#C1279612"
279,"hemorragia digestiva alta,hemorragia,esclerosis","C0041909 C0041909 C0041909,C0019080,C0036429",hemorragia,C0019080,"hemorragia,Lesión,hemorragia","C0041909_1,C0332447#C1313971#C0221198,C0019080"
280,"amigdalitis,esteatosis","C0040425,C0152254",ictericia,C0022346,"ictericia,amigdalitis,virus,B,esteatosis","C0022346,C0040425,C0019378_1,C0019378_2,C0152254"
281,"cirrosis hepática,ascitis","C0023890 C0023890,C0003962","alcohólica,desorientación,asterixis","C0337678,C0233407,C0232766","cirrosis,etiología,alcohólica,desorientación,ascitis,flapping,tremor,asterixis","C0023890_1,C1314792,C0337678,C0233407,C0003962,-,-,C0232766"
282,"vómitos,leucocitosis,desviación,colelitiasis,coledocolitiasis,dilatación","C0042963_1,C0023518#C0750426,C0185033#C0333051,C0008350#C0947622,C0009438#C0701818,C0012359","mujer,fiebre,dolor,ictericia,Postración,dolor a la palpación","C0043210#C0015780#C0086418,C0015967,C0030193,C0022346,C0277794,C0234233 C0234233 C0234233 C0234233","tiritona,fiebre,dolor,ictericia,vómitos,Postración,dolor,Murphy,leucocitosis,desviación,colelitiasis,coledocolitiasis,dilatación","-,C0015967,C0030193,C0022346,C0042963_1,C0277794,C0234233_1,-,C0023518#C0750426,C0185033#C0333051,C0008350#C0947622,C0009438#C0701818,C0012359"
283,diabetes mellitus tipo 2 hipertensión arterial fibrilación auricular,C0011860 C0011860 C0011860 C0011860 C0020538 C0020538 C0004238 C0004238,"mujer,ritmo sinusal","C0043210#C0015780#C0086418,C0232201 C0232201","diabetes,mellitus,hipertensión,palpitaciones,fibrilación","C0011860_1,C0011860_2,C0020538_1,-,C0004238_1"
284,"síncope,hipertrofia,hipertrofia asimétrica insuficiencia mitral","C0039070#C0332521_1,C0020564,C1265929 C1265929 C0026266 C0026266","disnea,síncope,muerte,soplo sistólico ritmo sinusal","C0013404#C0553668,C0039070#C0332521_1,C1306577#C0011065,C0232257 C0232257 C0232201 C0232201","factores,de,riesgo,cardiovascular,disnea,síncope,muerte,soplo,hipertrofia,hipertrofia,insuficiencia","-,C0332285,-,-,C0013404#C0553668,C0039070#C0332521_1,C1306577#C0011065,C0232257_1,C0020564,C1265929_1,C0026266_1"
285,bloqueo,C0028778,"fumador,dolor,sudoración ritmo sinusal","C0337664,C0030193,C0038990 C0232201 C0232201","fumador,diabético,dolor,sudoración,bloqueo","C0337664,-,C0030193,C0038990_1,C0028778"
286,"hipertensión arterial,daño,hipersomnia,hipertensión arterial","C0020538 C0020538,C0010957#C0684336#C0231171,C0917799,C0020538 C0020538","obeso,fumador,daño,cefalea matutina,pesar,presiones","C0028754,C0337664,C0010957#C0684336#C0231171,C0581880 C0581880,C1879338#C0018235,C0460139","obeso,dislipémico,fumador,hipertensión,daño,cefalea,hipersomnia,hipertensión","C0028754,-,C0337664,C0020538_1,C0010957#C0684336#C0231171,C0581880_1,C0917799,C0020538_1"
287,"le,le,fibrilación auricular crónica,edemas,Taquiarritmia,edemas","C1292157#C0409974,C1292157#C0409974,C0694539 C0694539 C0694539,C0013604,C0080203,C0013604","le,le,tos,disnea de esfuerzo,edemas,disnea,sibilancias,edemas","C1292157#C0409974,C1292157#C0409974,C0010200_1,C0231807 C0231807 C0231807,C0013604,C0013404#C0553668,C0043144#C0392681,C0013604","hipertenso,hiperlipidémico,diabético,EPOC,fibrilación,tos,expectoración,fiebre,disnea,sibilancias,crepitantes,Taquiarritmia,edemas","-,-,-,-,C0694539_1,C0010200_1,C0232515#C0038056,C0015967,C0013404#C0553668,C0043144#C0392681,-,C0080203,C0013604"
288,"obesidad,EPOC,purulenta,le,condensación,derrame pleural","C0028754#C0451819#C1563743,C0024117,C0439665,C1292157#C0409974,C0333119,C0032227 C0032227","disnea,le,murmullo vesicular,roncus,taquicardia sinusal","C0013404#C0553668,C1292157#C0409974,C0231857 C0231857,C0035508,C0039239 C0039239","exfumador,HTA,obesidad,diabetes,EPOC,disnea,expectoración,tendencia,al,sueño,taquipneico,sibilancias,roncus,crepitantes,taquicardia,condensación,derrame","-,-,C0028754#C0451819#C1563743,-,C0024117,C0013404#C0553668,C0232515#C0038056,-,-,C0037313,-,C0043144#C0392681,C0035508,-,C0039239_1,C0333119,C0032227_1"
289,"inmunodeficiencia secundaria,disfagia","C0398795 C0398795,C0232520#C0011168","mujer,disnea,debilidad muscular,sensibilidad","C0043210#C0015780#C0086418,C0013404#C0553668,C0151786 C0151786,C1264642#C0439823#C0312418","inmunodeficiencia,disnea,debilidad,disfagia,pérdida,hipofonesis,atelectasias","C0398795_1,C0013404#C0553668,C0151786_1,C0232520#C0011168,-,-,-"
290,"placas,placas","C0332461,C0332461","disnea,tos no productiva","C0013404#C0553668,C0850149 C0850149 C0850149","disnea,tos,placas,afectación","C0013404#C0553668,C0850149_1,C0332461,-"
