year,question_id_specific,question_id_general,question_id_final,canceled,full_question,full_answer,full_answer_references,type,difficulty,difficulty_percentage,associated_image,option_1,option_2,option_3,option_4,option_5,correct_answer,Zalantzakoa,Ez da guztiz egokia
2014,78,10312,205977,FALSE,"Paciente de 45 años que acude a urgencias por malestar general, cefalea y cansancio progresivo en las últimas semanas. A la exploración física se detecta un ligero tinte ictérico de piel y mucosas y se palpa esplenomegalia de 2 cm bajo el reborde costal. La analítica presenta hemoglobina 8,6 g/dL, VCM 100 fL. La cifra de reticulocitos esta elevada y en el frotis de sangre se observa anisopoiquilocitosis. En la bioquímica destaca LDH 1300 UI/L, bilirrubina 2,2 mg/dL y haptoglobina indetectable. ¿Qué prueba es la más apropiada para orientar el diagnóstico de la paciente?","Esta pregunta se refiere al planteamiento diagnóstico a realizar ante una anemia hemolítica (reticulocitos, LDH y bilirrubina elevada, descenso de haptoglobina; anemia, icteria y esplenomegalia) supuestamente adquirida, ya preguntado en el MIR 03 (7609) y MIR 06 (8388). El primer planteamiento a realizar es clasificarla en inmune o no; para lo cual necesitaremos realizar el test de Coombs (respuesta 2 correcta) Farreras17ª Ed; pág 1527-1535 Harrison 18ª Ed; págs 872-882",,HEMATOLOGÍA,Fácil,"0,68",,Test de sangre oculta en heces.,Test de Coombs.,"Determinación de hierro, cobalamina y ácido fólico.",Ecografía abdominal.,Aspirado de médula ósea.,2,,
2014,79,10313,205978,FALSE,"Mujer de 35 años de edad en tratamiento hormonal por infertilidad. Acude a Urgencias por síndrome Constitucional y parestesias en hemicuerpo izquierdo. En análisis de sangre se detecta: Hb 7.5 gr/dL, reticulocitos 10% (0.5-2%), plaquetas 5.000/uL, leucocitos normales. LDH 1.2000 UI/L, test de Coombs directo negativo, haptoglobina indetectable. Morfología de sangre periférica con abundantes esquistocitos. Pruebas de coagulación normales. ¿Cuál es la sospecha diagnóstica y el tratamiento más adecuado?","La asociación de anemia, plaquetopenia, reticulocitos y LDH elevada; haptoglobina indetectable y test de Coombs negativo nos confirma la existencia de una anemia hemolítica y plaquetopenias de causa no inmune (respuestas 1, 3, 4 incorrectas). La asociación con abundantes esquistocitos en sangre periférica nos hace sospechar que la causa es vascular, dentro de las cuales se encuentra la púrpura trombótica trombocitopénica, cuyo tratamiento es la plasmaféresis (respuesta 5 correcta). Esta entidad puede cursar con afectación neurológica, como comentan en el enunciado de la pregunta. Farreras17ª Ed; pág 1646 Harrison 18ª Ed; pág 969",,HEMATOLOGÍA,Fácil,"0,77",,Anemia hemolítica autoinmune. Iniciar esteroides.,Enfermedad de von Willebrand. Administración de desmopresina.,Púrpura trombocitopénica. Iniciar esteroides y transfusión de plaquetas.,Síndrome de Evans. Iniciar esteroides.,Púrpura trombótica trombocitopénica. Tratamiento con plasmaferesis.,5,,
2014,80,10314,205979,FALSE,"Un hombre de 70 años se debe someter a una cirugía de extracción de cataratas, tiene una prótesis mecánica mitral desde hace 10 años y está en tratamiento con acenocumarol. El electrocardiograma muestra un ritmo sinusal. ¿Cuál de las siguientes recomendaciones le parece más adecuada?","Desde hace años, en nuestro medio, en la cirugía de cataratas utilizamos la anestesia tópica en gotas, y posteriormente intracamerular (depositada en cámara anterior del ojo). La cirugía se realiza con incisiones corneales (recordar que la córnea es avascular) por lo cual no hay ninguna justificación para tener que suspender ni modificar los tratamientos anticoagulantes que tenga de base el paciente (respuesta 1 correcta) ya que no se producen hemorragias. Up to Date; Cataract in adults",,HEMATOLOGÍA,Difícl,"0,01",,Realizar la cirugía ocular sin suspender el acenocumarol.,Suspender el acenocumarol 5 días antes de la cirugía y reiniciarlo el día posterior a la misma.,"Suspender el acenocumarol 5 días antes de la cirugía, iniciar heparina de bajo peso molecular 3 días antes de la cirugía y suspenderla 24 horas antes de la misma.",Suspender el acenocumarol 1 día antes de la intervención y utilizar plasma fresco congelado durante la misma.,Suspender el acenocumarol 1 día antes de la intervención y dar vitamina K justo antes de la misma.,1,,
2014,81,10315,205980,FALSE,"Mujer de 29 años de edad con antecedentes de reglas abundantes y anemia ferropénica de larga evolución que ha precisado tratamiento con ferroterapia desde los 17 años. Consulta porque tras una extracción dental tiene hemorragia que ha precisado tratamiento hemostático local. Relata que una tía materna presenta epistaxis frecuentes. En analítica presenta: 8000 leucucitos/uL, Hb 10,7 g/dL, VCM 76 fL, 380.000 plaquetas/uL; la bioquímica es normal. Actividad de protrombina 90%; INR 0,9; Tiempo de Tromboplastina Parcial Activado (TTPA) 48 seg (39 seg) con un TTPA ratio de 1,3 y fibrinógeno derivado 340 mg/dL. ¿Cuál es la sospecha diagnóstica más probable y cómo lo confirmaría?","Nos comentan el caso clínico de una enfermedad congénita que afecta a una mujer (respuesta 1 incorrecta) con hemorragias leves compatibles con patología de hemostasia primaria (respuesta 2 incorrecta), con antecedentes familiares (respuestas 3 y 4 incorrectas), y con un TTPA elevado. La única opción compatible con el enunciado es la enfermedad de von Willebrand, que cursa con alteración del factor von Willebrand, el cual es el transportador del factor VIIIc, por lo que se eleva el tiempo que mide la vía intrínseca (respuesta 5 correcta). Farreras17ª Ed; pág 1652 Harrison 18ª Ed; pág 971",,HEMATOLOGÍA,Fácil,"0,89",,Hemofilia A y prueba de mezclas.,Anticoagulante lúpico y estudio de ANAS.,Anemia sideroblástica y aspirado medular.,Trombocitopatia congénita y estudio de agregación plaquetaria.,Enfermedad de von Willebrand y determinación de factor vW.,5,,
2014,83,10317,205982,FALSE,"Paciente de 74 años de edad, asintomático, que en una analítica de rutina presenta plaquetas 40.000 plaquetas/μL, siendo el resto del hemograma normal y la bioquímica completa normal. Señale la respuesta correcta:","La PTI suele presentarse en forma aguda en niños pequeños, y de forma crónica en mujeres de edad media; con lo que no concuerda con el caso clínico que nos comentan (respuesta 1 incorrecta) Aunque la trombopenia es importante, los sangrados espontáneos no suelen ser frecuentes hasta que las plaquetas no se acercan a una cifra de 20.000/microL (respuesta 2 incorrecta) Aunque es cierto que los síndromes mielodisplásicos pueden presentarse con una trombopenia aislada, no es lo más frecuente ya que suele acompañarse de al menos, anemia. No sería lógico pensar en esta opción comentándonos que el resto de todo el hemograma y bioquímica es normal, tratándose de un tumor (respuesta 4 incorrecta) Dado que el frotis sanguíneo es una prueba fácil, sencilla y barata de realizar; no sería lógico dejarla para hacerla “a posteriori” tras realizar otras pruebas como serologías virales, ecografía abdominal y estudios de autoinmunidad (respuesta 3 correcta y 5 incorrecta) Farreras17ª Ed; pág 1645",,HEMATOLOGÍA,Normal,"0,43",,El diagnóstico más probable es una Púrpura Trombocitopénica Idiopática y se debe iniciar tratamiento esteroideo lo antes posible.,Se trata de una trombopenia grave con alto riesgo de sangrados espontáneos.,Se debería realizar un frotis de sangre periférica para descartar una pseudotrombocitopenia o trombopenia espúrea antes de realizar medidas adicionales.,El diagnóstico más probable es el de un síndrome mielodisplásico por lo que la prueba inicial a realizar sería un estudio de médula ósea.,"Se debe realizar un estudio inicial con serologías virales, estudio de autoinmunidad y ecografía abdominal. Si todas esas pruebas fueran normales se debería completar el estudio con un frotis de sangre periférica.",3,,
2014,85,10319,205984,FALSE,"Una mujer de 34 años ingresa en el hospital por una embolia pulmonar confirmada mediante angio-TC. No tiene antecedentes de cirugía reciente, traumatismos o viajes. Refiere fenómeno de Raynaud desde hace 2 años, y el año anterior tuvo un abortó a las 12 semanas de gestación. No tiene historia familiar de enfermedad tromboembólica venosa. El tiempo de tromboplastina parcial activado es de 56 sg (normal 25-35 sg) y la cifra de plaquetas de 120.000/uL. ¿Cuál de las siguientes pruebas diagnósticas le ayudaría más en el diagnóstico?","Estamos ante una chica joven con fenómenos trombóticos repetidos (embolia pulmonar, aborto, Raynaud…) sin historia familiar de enfermedad aterotrombótica por lo que antes de nada y por “descarte” hay que darse cuenta que las respuestas 1, 3, 4 y 5 (incorrectas) son causas de trombosis congénitas, mientras que la respuesta correcta (respuesta 2 correcta) es la única que es adquirida. Ante un cuadro clínico como el que comentan, si además asociamos un TTPa alargado, debemos de sospechar un posible síndrome antifosfolípido por lo que hemos de buscar anticuerpos antifosfolípidos (anticoagulante lúpico). Farreras17ª Ed; pág 1655",,HEMATOLOGÍA,Fácil,"0,89",,Antitrombina III.,Anticoagulante lúpico.,Factor V de Leiden.,Proteina C.,Proteina S.,2,,
2014,86,10320,205985,FALSE,"Paciente que presenta diabetes mellitus, pérdida de peso, anemia y eritema migratorio necrolítico. El diagnóstico más probable es:","Entre las manifestaciones previas a la aparición del glucagonoma están la dermatitis característica (eritema necrolítico migratorio que aparece hasta en el 90%), intolerancia a la glucosa, pérdida ponderal, anemia, diarrea y tromboembolia (respuesta 5 correcta). En el gastrinoma es característica la diarrea, el dolor abdominal y la enfermedad por reflujo gastroesofágico (respuesta 4 incorrecta). El vipoma se caracteriza por diarrea de gran volumen, hipopotasemia y deshidratación (respuesta 3 incorrecta). El insulinoma se caracteriza por hipoglucemia y síntomas neuroglucémicos (respuesta 2 incorrecta) En el somatostatinoma es característica la diabetes Mellitas, enfermedad de la vesícula biliar, diarrea y esteatorrea (respuesta 1 incorrecta) Harrison 18 edic, pág 3066-3067",,ENDOCRINOLOGÍA,Fácil,"0,9",,Somatostatinoma.,Insulinoma.,Vipoma.,Gastrinoma.,Glucagonoma.,5,,
2014,87,10321,205986,FALSE,"Una mujer de 78 años de edad ha sido recientemente diagnosticada de diabetes mellitus tipo  2. Tiene historia de trombosis venosa profunda hace 5 años, hipertensión arterial, depresión y ansiedad generalizada. Toma hidroclorotiazida, lisinoprilo, citalopram y aspirina. Vive sola en unos apartamentos tutelados. Come poco, típicamente café y tostada para desayunar, fruta y medio sandwich para comer y ensalada para cenar. Camina 1,5 Km diariamente. Mide 152 cm y pesa 39 Kg. La presión arterial es 130/80 mmHg y la frecuencia cardiaca es 82 lpm. Los análisis de laboratorio incluyen glucemia basal de 147 mg/dL (hace 1 mes tenía 152 mg/dL), creatinina 1,0 mg/dL (filtrado glomerular estimado 28 ml/min), urea 32 mg/dL y hemoglobina glicosilada es 9,5%. ¿Cuál de los siguientes es el mejor tratamiento inicial para la diabetes?","Se debe considerar el tratamiento con insulina en el paciente diabético tipo 2, en sujetos delgados o que sufrieron una pérdida de peso importante, pacientes con nefropatía (respuesta 1 correcta) o hepatopatía de base, que impiden el tratamiento con antidiabéticos orales (respuestas 2, 3 y 5 incorrectas), hospitalizados o pacientes con enfermedades agudas. La paciente necesita tratamiento ya que tiene mal control de la enfermedad por las cifras elevadas de hemoglobina glicosilada y las cifras repetidamente alteradas de la glucemia basal (respuesta 4 incorrecta). Harrison 18 edic, pág 2998",,ENDOCRINOLOGÍA,Difícil,"-0,02",,Insulina glargina subcutánea 8 U al día.,Metformina oral a dosis de 850 mg cada 12 horas.,Glibenclamida oral 10 mg al día.,"No necesita tratamiento farmacológico, solo dieta.",Pioglitazona 15 mg al día.,1,,
2014,90,10324,205989,FALSE,"Joven de 24 años con hipogonadismo de origen hipotalámico secundario a craneofaringioma intervenido, en tratamiento sustitutivo con undecanoato de testosterona cada 12 semanas de forma intramuscular, que nos es remitido desde otro centro para seguimiento. El paciente nos interroga en la visita inicial acerca del seguimiento de su patología de base, posibles eventos adversos del tratamiento hormonal y probabilidades de tener descendencia en un futuro. ¿Cuál de las siguientes aseveraciones NO es correcta?","En pacientes tratados con undecanoato de testosterona se debe medir la concentración sérica de de testosterona justo antes de cada inyección y ajustar el intervalo de administración para conservar la concentración hormonal en el límite medio normal (respuestas 1 y 2 correctas). Se debe revisar el hematocrito a los 3-6 meses y luego de forma anual (respuesta 3 correcta). La medición de FSH y LH no es útil porque persisten elevadas a pesar de testosterona normal (respuesta 5 correcta). La terapia de sustitución de la testosterona puede reducir reversiblemente la espermatogénesis (respuesta 4 incorrecta) Harrrison 18 edic, pág 3024",,ENDOCRINOLOGÍA,Difícil,"0,15",,Las concentraciones de testosterona sérica deberían medirse justo antes de cada inyección subsiguiente.,El objetivo de tratamiento es mantener las concentraciones de testosterona sérica en rango medio de normalidad.,Está indicado revisar el hematocrito de forma anual.,El tratamiento con testosterona intramuscular de forma prolongada aumentará las probabilidades de concepción con su pareja.,El tratamiento con testosterona no requiere la monitorización de las concentraciones de hormona luteinizante.,4,,
2014,91,10325,205990,FALSE,"Joven de 25 años sin ningún antecedente personal ni familiar de interés, que ingresa en Neurocirugía por fractura craneal por accidente de moto. Tres días después comienza de forma brusca con poliuria, polidipsia y sed intensa tanto diurna como nocturna. En el estudio realizado se objetiva un volumen urinario de 7 litros con osmolaridad urinaria de 190 mOsm/L (90-1200) y osmolaridad plasmática de 292 mOsm/L (275-295). El Na plasmático es 143 mmol/L. Se realiza prueba de restricción hídrica y tras comprobar que no hay aumento en la osmolaridad urinaria, se administra una dosis de 2 microgramos de desmopresina subcutánea. La osmolaridad urinaria posterior es de 410 mOsm/kg. ¿Cuál es el diagnóstico más probable?","Ante un caso de polaquiuria, enuresis, nicturia y sed persistente hay que valorar una diabetes insípida. La valoración debe comenzar con una prueba de privación de líquidos. Si la privación de líquidos no culmina con la concentración de orina Osm>300 mos/L, el paciente tiene DI hipofisaria o nefrógena (respuesta 5 incorrecta). Si la privación de líquidos origina concentración de la orina se plantea si el paciente tiene DI hipofisaria parcial, DI nefrógena parcial o una forma de polidipsia primaria. En la polidipsia primaria después de la inyección de ADH la osmolaridad urinaria es menor del 9% de la plasmática (respuesta 1 incorrecta). En el SIADH ocurre todo lo contrario, hay exceso de ADH (respuesta 4 incorrecta). La insuficiencia renal aguda es una patología de la corteza suprarrenal que no tiene nada que ver con la ADH (respuesta 3 incorrecta) En la diabetes insípida central la osmolaridad urinaria sube más del 9% con respecto a la osmolaridad plasmática tras la inyección de ADH (respuesta 2 correcta) Harrison, 18 edic, pág 2906 TEST DE MILLER Al finalizar la prueba de la sed... Tras la inyección de ADH... - SUJETO SANO - POLIDIPSIA PRIMARIA - DIABETES INSÍPIDA CENTRAL PARCIAL - DIABETES INSÍPIDA CENTRAL TOTAL - DIABETES INSÍPIDA NEFROGÉNICA Túbulo distal con los receptores normales para la molécula de ADH (representada por círculos) en un sujeto sano Túbulo distal con los receptores anómalos para la molécula de ADH (representada por círculos) en una diabetes insípida nefrogénica",,ENDOCRINOLOGÍA,Fácil,"0,87",,Polidipsia primaria.,Diabetes insípida central.,Insuficiencia suprarrenal aguda.,SIADH.,Diabetes insípida nefrogénica.,2,,
2014,95,10329,205994,FALSE,"Mujer de 33 años con cuadro de pérdida de 6 Kg de peso en los últimos 4 meses, astenia y anorexia. Amenorrea desde hace 2 meses. Los resultados hormonales indican una concentración sérica de cortisol basal de 108 mmol/l (valor normal basal 115-550) y de 123 mmol/l tras estimulación con ACTH. La concentración plasmática basal de ACTH es de 48 pmol/l (valor normal: 2-12). ¿Cuál es el diagnóstico más probable?","La insuficiencia suprarrenal primaria se caracteriza por astenia y pérdida de peso.El diagnóstico de insuficiencia suprarrenal primaria se establece con la prueba de la cosintropina. Concentraciones de cortisol bajas tras la estimulación con ACTH (respuesta 1 correcta). Una vez que se ha confirmado la insuficiencia suprarrenal el siguiente paso es cuantificar la ACTH en plasma que cuando están altas apuntan a origen primario. La insuficiencia corticosuprarrenal secundaria o terciaria tienen ACTH paradójicamente normal en la mayoría de las ocasiones (respuestas 2 y 3 incorrrectas). Con las pruebas de que disponemos es suficiente para el diagnóstico (respuesta 5 incorrecta). El tumor hipofisario tendría ACTH alta tras la prueba de estimulación fuerte con dexametasona (respuesta 4 incorrecta). Harrison 18ª edic, pág 2957",,ENDOCRINOLOGÍA,Normal,"0,58",,Insuficiencia suprarrenal primaria.,Insuficiencia suprarrenal secundaria.,Insuficiencia suprarrenal terciaria por lesión hipotalámica.,Tumor hipofisario productor de ACTH (corticotropinoma).,Se deben practicar más pruebas dado que el diagnóstico no es concluyente.,1,,
2014,99,10333,205998,FALSE,"Hombre de 47 años de edad que consulta por edemas en miembros inferiores de 3 semanas de evolución. En la analítica sanguínea presenta creatinina 1.3 mg/dL, colesterol total 270 mg/dL y albúmina 2.4 g/dL. En el sedimento de orina presenta 15-20 hematíes por campo y en orina de 24 horas se detecta proteinuria 3.7 g/día. ¿Cuál es el diagnóstico más probable?","Se trata de un varón de edad media con síndrome nefrótico primario, sin otras alteraciones que permitan orientar el caso. La causa más frecuente en nuestro medio de síndrome nefrótico primario es la nefropatía membranosa (respuesta 3 correcta). En caso de síndrome nefrótico secundario la causa más frecuente es la nefropatía diabética que no existía como opción. La glomeruloesclerosis focal y segmentaria causa síndrome nefrótico en adulto, pero es la segunda en frecuencia en nuestro medio después de la membranosa (respuesta 2 incorrecta). Sin embargo, en EEUU es más frecuente y en caso de revisar el Harrison puede corroborar que dan como la más frecuente la focal y segmentaria. La enfermedad de cambios mínimos es la causa más frecuente de síndrome nefrótico en la infancia (respuesta 1 incorrecta). La GN membranoproliferativa aunque produce síndrome nefrótico lo hace en jóvenes y su frecuencia está en descenso (respuesta 4 incorrecta). La GN proliferativa mesangial o nefropatía IgA, a pesar de ser la GN primaria más frecuente, no suele ser causa de síndrome nefrótico sino de hematurias recurrentes, y además afecta pacientes jóvenes (respuesta 5 incorrecta). Nefrología Clínica Hernando. Editorial Panamericana. 2014. Pág 423",,NEFROLOGÍA,Normal,"0,46",,Enfermedad de cambios mínimos.,Glomeruloesclerosis focal y segmentaria.,Nefropatía membranosa.,Glomerulonefritis membranoproliferativa tipo I.,Glomerulonefritis proliferativa mesangial.,3,,
2014,100,10334,205999,FALSE,"Mujer de 68 años de edad que es diagnosticada de una tuberculosis pulmonar. Se instauró tratamiento con Isoniacida, Rifampicina y Etambutol. A los 12 días de iniciado el tratamiento consulta por fiebre de 38ºC, exantema cutáneo, adenopatías, artralgia, dolor lumbar, oliguria y eosinofilia con deterioro agudo de la función renal. En el examen de orina se identificó hematuria, leucocituria con eosinofiluria en la tinción de Wright y proteinuria en rango no nefrótico (1,2 gramos diarios). Con estos datos clínicos el diagnóstico más probable es:","Paciente que al iniciar un nuevo fármaco desarrolla fiebre, exantema, fracaso renal agudo con eosinofilia y eosinofiluria. La sospecha debe ser nefritis tubulointersticial inmunoalérgica (respuesta 5 correcta). El tratamiento es la retirada del fármaco y se pueden usar corticoides. La NTA tóxica o isquémica o la trombosis renal producen fracaso renal agudo pero no fiebre, ni exantema ni eosinofilia (respuesta 1, 2 y 4 incorrectas). La ateroembolia produce fracaso renal agudo o subagudo y puede causar eosinofilia, pero no produce exantema sino lesiones isquémicas en regiones acras y además los que lo sufren son pacientes ancianos tras procedimientos endovasculares (respuesta 3 incorrecta). Nefrología Clínica Hernando. Editorial Panamericana. 2014. Pág 626",,NEFROLOGÍA,Fácil,"0,66",,Necrosis tubular aguda por nefrotoxicidad a fármacos.,Necrosis tubular aguda de etiología isquémica.,Enfermedad ateroembólica.,Oclusión trombótica de la arteria renal principal.,Nefritis tubulointersticial aguda.,5,,
2014,104,10338,206003,FALSE,"Chica de 18 años de edad que acude al Hospital por edemas en miembros inferiores de 1 semana de evolución, destacando en la analítica una proteinuria en rango nefrótico con hipoproteinemia e hipoalbuminemia. En la anamnesis refiere aftas orales recidivantes, artritis de pequeñas articulaciones de las manos, rash malar y fotosensibilidad. En el estudio etiológico destaca la presencia de ANA y anti-DNA con hipocomplementemia. La determinación de ANCA es negativa. Se realiza una biopsia renal en la que podríamos encontrar cualquiera de estos tipos de glomerulonefritis, EXCEPTO:","Se trata de una mujer joven con síndrome nefrótico en contexto de ANAs positivos y complemento bajo. Es una nefritis lúpica, que por la clínica podría corresponder a la proliferativa focal, difusa o membranosa también llamadas nefritis lúpica tipo III, IV y V respectivamente (respuesta 3, 4 y 5 incorrectas). Es raro que todo el cuadro se deba a una nefritis lípica mesangial (tipo 2) porque la paciente tiene un síndrome nefrótico y este estadio no suele dar tanta afectación glomerular; pero es cierto que la paciente puede tener un síndrome nefrótico y en la biopsia que realicemos se vean pocos glomérulos y en ellos haya sólo una afectación mesangial; en ese contexto habría que aplicar a pesar de ello tratamiento agresivo y/o plantear una nueva biopsia. Lo que no deberíamos encontrar es una GN necrotizante pauciinmune, con inmunofluorescencia negativa, que es propia de enfermedades por ANCA. La nefritis lúpica si evoluciona de forma tórpida producirá proliferación GN necrotizante pero, con depósitos de inmunocomplejos (tipo II). La propia etiopatogenia de la nefritis lúpica es el deposito de inmunocomplejos y por tanto la inmunofluorescencia sería positiva (respuesta 2 correcta). Nefrología Clínica Hernando. Editorial Panamericana. 2014. Pág 561",,NEFROLOGÍA,Fácil,"0,73",,GNF mesangial.,GNF necrotizante paucinmune.,GNF proliferativa focal.,GNF proliferativa difusa.,GNF membranosa.,2,,
2014,106,10340,206005,FALSE,Hombre de 78 años de edad al que se realizó cateterismo cardiaco con revascularización de la arteria coronaria derecha hace 3 semanas y que consulta por náuseas y vómitos de 3 días de evolución. Presenta presión arterial de 185/85 mmHg y lesiones purpúreas en los dedos de ambos pies. En la analítica se objetiva urea 230 mg/dL y creatinina 5.8 mmg/dL. ¿Cuál es el diagnóstico más probable?,"Es un paciente con fracaso renal y además lesiones isquémicas distales tras un intervencionismo endovascular. La sospecha debe ser enfermedad ateroembólica renal (respuesta 4 correcta). El resto de cuadros producen FRA que no se relacionan con el intervencionismo endovascular ni explicarían las lesiones isquémicas distales (respuesta 1, 2, 3 y 5 incorrectas). Nefrología Clínica Hernando. Editorial Panamericana. 2014. Pág 334",,NEFROLOGÍA,Fácil,"0,81",,Hipertensión arterial maligna.,Necrosis tubular aguda por contraste.,Insuficiencia renal rápidamente progresiva.,Enfermedad ateroembólica renal.,Estenosis de arteria renal bilateral.,4,,
2014,107,10341,206006,FALSE,"Hombre de 65 años sin antecedentes médicos de interés que consulta por chorro miccional fino, sensación de vaciado incompleto, frecuencia miccional diurna cada 3 horas y nicturia 1-2 veces. Al tacto rectal se aprecia próstata mediana-grande sin nodulos. Antígeno prostático específico (PSA) 0,5 ng/mL. Aporta ecografía reno-vésico_x0002_prostática que nos indica un volumen prostático de 35 g, con ausencia de residuo postmiccional y sin otras alteraciones valorables. ¿Cuál será nuestra actitud ante este paciente?","Se trata de una hipertrofia benigna de próstata con síntomas leves o moderados. En esos casos se debe plantear tratamiento conservador con alfabloqueantes o inhibidores de la reductasa (respuesta 5 correcta). La cirugía se emplea para pacientes refractarios, o presencia de síntomas graves (retenciones urinarias, fracaso renal obstructivo, infecciones recurrentes, etc) (respuesta 4 incorrecta). El paciente presenta síntomas obstructivos con tacto rectal normal y PSA bajo con lo cual carece de sentido hacer rastreo con gammagrafía de metástasis (respuesta 2 incorrecta), intervenirle por sospecha de malignidad (respuesta 1 incorrecta) o tratarle con hormonoterapia (respuesta 3 incorrecta). Guía de sociedad europea de Urología 2014: manejo de síntomas de tracto urinario inferior no neurogénicos en varones.",,NEFROLOGÍA,Fácil,"0,77",,Ofrecer prostatectomía radical como tratamiento de su cáncer de próstata.,Solicitar estudio gammagráfico para descartar la presencia de metástasis óseas y viscerales secundarias al cáncer de próstata.,Iniciar tratamiento con bloqueo androgénico con análogos LHRH dada la eficacia demostrada de este medicamento en el tratamiento del paciente con HBP.,Indicar tratamiento desobstructivo quirúrgico (resección transuretral de próstata) como tratamiento de elección de la hiperplasia de próstata.,Plantear tratamiento con alfa-bloqueantes como tratamiento inicial de la hiperplasia benigna de próstata (HBP).,5,,
2014,108,10342,206007,FALSE,"Mujer de 31 años con antecedentes de cólico nefrítico hace 4 años que consulta en urgencias por dolor lumbar izquierdo de características cólicas desde hace 3 días con aparición de fiebre durante las últimas 12 horas. En el análisis de sangre destacan la presencia de 15.000 leucocitos/uL, 85% neutrófilos, creatinina 0,8 mg/dL y PCR 20 mg/dL. El sedimento de orina informa de incontables leucocitos/campo. ¿Cuál de las siguientes aseveraciones es cierta?","Se trata de una mujer con dolores cólicos, sugerente de litiasis, que inicia cuadro febril. La sospecha es de pielonefritis. Las indicaciones de ecografía urgente en una pielonefritis aguda es la presencia de sepsis grave, dolor cólico o antecedente de litiasis, fracaso renal agudo o persistencia del cuadro a pesar de antibioterapia prolongada. Dado que esta paciente presenta dolor cólico junto con sepsis asociada es obligado iniciar antibioterapia, pero además hacer ecografía para descartar obstrucción, porque en caso de haberla es prioritaria la desobstrucción (respuesta 2 correcta). Nefrología Clínica Hernando. Editorial Panamericana. 2014. Pág 640",,NEFROLOGÍA,Normal,"0,62",,"Dado que se trata de una infección urinaria no complicada, debemos tratarla con antibioterapia oral y control evolutivo.",Es recomendable realizar un estudio de imagen urgente para descartar obstrucción de la vía urinaria alta que requiera drenaje.,Esta paciente tiene una infección del tracto urinario complicada y lo más probable es que el germen causante sea S. aureus.,Lo más indicado es iniciar tratamiento con fluconazol y controlarla en consulta externa en 1 semana.,La paciente tiene una pielonefritis aguda y el tratamiento óptimo es la combinación de sondaje vesical con antibioterapia endovenosa.,2,,
2014,109,10343,206008,FALSE,¿Cuál de los siguientes fármacos indicaría como tratamiento de primera línea en un paciente de 53 años diagnosticado de cáncer renal de células claras metastásico?,"El fármaco de elección para el carcinoma renal metastásico es el sunitinib (respuesta 1 correcta). Otras opciones son pazopanib, bevacizumab, sorfafenib, axitinib o inhibidores de la mTOR. Los fármacos enumerados en las opciones 2, 3 4 y 5 no se emplean en el tratamiento del carcinoma renal. Nefrología Clínica Hernando. Editorial Panamericana. 2014. Pág 778",,NEFROLOGÍA,Fácil,"0,89",,Sunitinib.,Cetuximab.,Fluoropirimidina.,Panitumumab.,Bleomicina.,1,,
2014,110,10344,206009,FALSE,"Hombre de 78 años de edad con artritis reumatoide (AR) de larga evolución mal controlada. Antecedentes de 2 ingresos por insuficiencia cardiaca y fibrilación auricular en los últimos 6 meses. En tratamiento actual con infliximab, prednisona, furasemida, enalapril, carvedilol y acenocumarol. Ingresa nuevamente por clínica de insuficiencia cardiaca biventricular. En el ECG se objetiva fibrilación auricular a 102 lpm y bloqueo de rama izquierda avanzado. Un ecocardiograma muestra dilatación biauricular, engrosamiento de la pared del ventrículo izquierdo con fracción de eyección del 45% y patrón restrictivo. En la analítica destaca: Hb 10 gr/dL, creatinina 2,1 mg/dL (FG 20 mL/min), PCR 124 mg/L, factor reumatoide 240 U/L, BNP 980 ng/L, proteinuria 4,8 g/24h. ¿Cuál es el diagnóstico más probable?","La amiloidosis AA o secundaria es una complicación tardía de la artritis reumatoide. Habitualmente se descubre al detectar proteinuria con o síndrome nefrótico. El diagnóstico se confirma mediante la demostración de amiloide en la grasa de la pared abdominal mediante punción aspirativa, en una biopsia rectal o renal. De forma tardía se interesa el corazón (miocardiopatía infiltrativa) y otras vísceras (intestino) (respuesta 2 correcta). Farreras 17ed pág 937",,REUMATOLOGÍA,Fácil,"0,79",,Síndrome cardio-renal tipo 2.,2. Amiloidosis AA.,Miocarditis de células gigantes.,Toxicidad por infliximab.,Glomerulonefritis membranosa asociada a AR.,2,,
2014,111,10345,206010,FALSE,Un varón de 40 años acude al servicio de urgencias por inflamación de la rodilla derecha de unas 24 horas de evolución. El paciente no refiere traumatismo previo y es el primer episodio de artritis que presenta. A la anamnesis dirigida refiere que hace 4 semanas ha regresado de un viaje por Marruecos y que estando allí presentó escalofríos y diarreas que remitieron tras una semana. A la exploración se evidencia además inflamación del tendón de Aquiles derecho. ¿Cuál es la actitud a seguir?,La aspiración y el análisis de líquido sinovial siempre están indicados en la monoartritis aguda o si se sospecha una artropatía infecciosa o inducida por cristales (respuesta 3 correcta). Harrison ed.18th pág 2826,,REUMATOLOGÍA,Fácil,"0,95",,"Se trata de una espondiloartropatia, iniciaría tratamiento con metotrexato.",Inmovilizar la rodilla con un vendaje durante 15 dias y dar antiinflamatorios no esteroidéos.,"Practicar una artrocentesis para realizar cultivo, análisis de microcristales y recuento celular del líquido sinovial.",Realizar una artroscopia.,"Se trata de una artritis gotosa, iniciaría tratamiento con alopurinol.",3,,
