year,question_id_specific,question_id_general,question_id_final,canceled,full_question,full_answer,full_answer_references,type,difficulty,difficulty_percentage,associated_image,option_1,option_2,option_3,option_4,option_5,correct_answer,Zalantzakoa,Ez da guztiz egokia
2010,119,9413,118269,FALSE,Hombre de 59 años que durante su ingreso hospitalario se diagnostica de metástasis hepáticas de carcinoma de célula pequeña pulmonar. Se decide conjuntamente con Oncología su traslado para iniciar quimioterapia. El paciente no ha explicitado en ningún momento su deseo de conocer su situación. ¿Cuál de las siguientes sería la mejor forma de iniciar la información por parte del médico?:,"Existen 4 tipos de relación médico-paciente: informativa, paternalista, interpretativa y deliberativa de las que la más aceptada actualmente en nuestro medio es la deliberativa. La respuesta 1 equivale a una relación informativa, se da la información de forma directa sin tener en cuenta las necesidades del paciente (respuesta 1 incorrecta). La respuesta 2 equivale a una relación paternalista, que fue la dominante en nuestro país hasta hace unos años, en ella se ve al paciente como un ser débil a quien conocer la realidad le hará daño por lo que se considera que ocultarla es deber del médico (respuesta 2 incorrecta). La respuesta 3 equivale a una relación interpretativa en la que se reconoce que los valores del paciente pueden entrar en conflicto de acuerdo con la situación y por ello el profesional “interpreta” la información a dar de acuerdo a sus valores, pero de forma rígida e inmutable (respuesta 3 incorrecta). La respuesta 5 equivale a una relación deliberativa que es la adecuada puesto que se basa en el principio de beneficencia respetando la no maleficencia, la autonomía y teniendo en cuenta las necesidades de cada paciente por lo que se facilita la información y la toma de decisiones según las circunstancias y consecuencias individuales (respuesta 5 correcta).","1. GIL F. Manual Psico-Oncología, Págs. 39-56.",ONCOLOGÍA,Fácil,"0,8",,"""Mire, tenemos los resultados de las pruebas y a partir de este momento el Servicio de Oncología se hará cargo de su tratamiento ya que padece un carcinoma metastásico hepático"".","""La causa de los síntomas que han motivado su ingreso es un quiste del hígado que se ha complicado y hay que valorar con otros especialistas cómo hacer un tratamiento definitivo"".","""A pesar de que Ud. no ha manifestado nunca estar interesado por conocer el diagnóstico de su enfermedad, antes de trasladarlo al Servicio de Oncología debo informarle que tiene un cáncer de pulmón con metástasis en el hígado y va a requerir quimioterapia cuyos resultados no se podrán valorar de aquí a un tiempo"".",Informar sólo a los familiares ya que el paciente nunca preguntó sobre su proceso.,"""Si le parece bien hablamos del estado de su enfermedad..."". ""Con los exámenes practicados sabemos que tiene varios nodulos en el hígado, como quistes. En el análisis de la punción realizada aparecen unas células que sugieren un tumor maligno de procedencia pulmonar"". ""Este tipo de tumores responden a los tratamientos actuales con quimioterapia y por lo tanto le proponemos que el Servicio de Oncología, con el que ya hemos contactado. inicie esta pauta de inmediato"".",5,,
2010,123,9417,118273,FALSE,"Una mujer de 85 años consulta por cansancio y debilidad especialmente por las mañanas. A veces se encuentra inestable al caminar y tiene que sentarse para recuperar el equilibrio. En dos ocasiones ha tenido que sentarse para no caer pero niega síntomas de mareo. Tiene hipertensión arterial, incontinencia urinaria y artrosis. Su tratamiento es hidroclorotiazida (25 mg/d), oxibutinina (10 mg/d), lisinopril (10 mg/d), calcio (1500 mg/d) y paracetamol (3 gr/d). A la exploración destaca una tensión arterial de 115/70 mmHg, pulso 80 lpm. Sus movimientos son lentos. Tiene un temblor moderado en las manos. Puede levantarse de la silla lentamente pero sin necesidad de apoyarse en los brazos. Camina levemente inclinada hacia delante con poco balanceo de los brazos. Gira lentamente pero sin perder el equilibrio. No es capaz de mantenerse sobre un solo pie. ¿Cuál de las siguientes posibles actuaciones realizaría en primer lugar?:","Nos encontramos ante una hipotensión ortostatica en este caso probablemente secundaria a una enfermedad de Parkinson. La clínica que presenta el caso es un paciente con temblor en ambas manos, con bradicinesia (escaso movimiento de los brazos) con pérdida de reflejos posturales haciendo que el cuerpo se desplace hacia delante, diagnostico clínico de Parkinson. Además esta paciente asocia tratamientos hipotensores: diurético como hidroclorotiacida, inhibidores del enzima convertidor de la angiotensina como lisinopril, un antiespasmódico de uso en la urgencia miccional como la oxibutinina. De todas las opciones propuestas la primera a realizar es descartar que los cuadros presincopales sean secundarios a dicha hipotensión, por lo que deberemos realizar mediciones de tensión arterial tras permanecer el paciente en decúbito supino al menos 5 minutos y después de 1 y 3 minutos de postura erecta (respuesta 4 correcta). La camilla basculante es útil en caso de que queramos descarta una respuesta hipotensora tardía o sincope vaso-bagal (respuesta 3 incorrecta). El tratamiento precoz de la enfermedad de Parkinson no mejora dicho cuadro (respuesta 5 incorrecta). En el caso que se nos plantea el estudio de la agudeza visual (opción 1 incorrecta) no aportaría datos para el diagnostico y el estudio mediante RNM no seria de realización en primer lugar (respuesta 5 incorrecta)","1. Manual Meck de geriatría, 2a edición, año 2001; capitulo 87, paginas 845-847",GERIATRÍA,Difícil,"0,13",,Valorar la agudeza visual.,Realizar una resonancia magnética.,Estudio con mesa basculante.,Medir la tensión arterial tumbada y levantada.,Intento terapéutico con L-dopa.,4,,
2010,124,9418,118274,FALSE,"Hombre previamente sano de 54 años ingresado en el hospital por pérdida de peso, fiebre y mialgias de 15 días de duración. Las pruebas realizadas hasta el momento no habían aportado un diagnóstico definitivo. El paciente fallece bruscamente. ¿Cómo plantearía la solicitud de autopsia clínica a su familia?:","La respuesta correcta es la 1 dirigiéndose al familiar con quien mantenido la información y argumentando en tres campos: la mínima desfiguración del cadáver tras la autopsia, la posibilidad de conocer las causas de la muerte en la familia para ayudarles en el duelo y la colaboración en la investigación médica con facultativos que a su vez atendieron al paciente en vida Una de las razones fundamentales para que la familia no autorice la autopsia es la desfiguración del cadáver, por lo que es importante dar información correcta para evitar la negativa (respuesta 1 correcta). La respuesta 2 solicitud a toda la familia presente y argumentando datos de cara a posibles enfermedades hereditarias es incorrecta ya que es más difícil conseguir la comprensión y el acuerdo con un grupo de personas en situación crítica, en vez de con un sólo interlocutor ya conocido. Además se argumentan únicamente datos que pueden generar temor en la familia (respuesta 2 incorrecta). Las respuestas 3 y 4 aducen razones parciales para solicitar la autopsia y no proporcionan otra información que prepare adecuadamente emocionalmente a la familia para su consentimiento (respuestas 3 y 4 incorrectas). En el último caso se pierde la oportunidad de investigación de un caso que termina en muerte sin conocer la causa concreta, y que lleve a poder salvar posibles vidas posteriormente (respuesta 5 incorrecta).","1. Bombí JA, Cardesa A. La autopsia clínica. Med Clin (Barc) 1986;86:328-31",COMUNICACIÓN,Normal,"0,52",,Dirigiéndose al familiar con quien ha mantenido la información del proceso durante el ingreso y argumentando la mínima desfiguración del cadáver y la importante información que puede dar la autopsia para la familia y para los médicos que se encargaron de atenderlo en vida.,A toda la familia presente en ese momento argumentando datos que la autopsia puede dar de cara a posibles enfermedades hereditarias.,Dirigiéndose al familiar con quien ha mantenido la información del proceso durante el ingreso y argumentando la contribución al conocimiento científico.,"Aduciendo, como principal razón, el derecho que les asiste de conocer el diagnóstico preciso no detectado en vida del paciente.","No solicitaría la autopsia ya que la rentabilidad seria, probablemente, poco relevante.",1,,
2010,127,9421,118277,FALSE,"Hombre de 45 años que consulta por episodios de cefalea acompañados de sudoración profusa y cifras de tensión arterial elevadas (190/110 mmHg). La exploración es normal. La analítica muestra leucocitosis con desviación izquierda siendo elevados los niveles de metanefrinas plasmáticas y catecolaminas urinarias. En la TC abdominal se observa una masa suprarrenal derecha, indique qué fármaco emplearía en primer lugar para evitar la crisis hipertensiva asociada a la inducción anestésica:","En el caso clínico de la pregunta todos los datos apuntan al diagnóstico de un feocromocitoma, tumor de la médula suprarrenal, con capacidad para segregar epinefrina y norepinefrina independientemente del control neurogénico.Sólo el 10% son bilaterales,y pueden formar parte del Síndrome de neoplasia endocrina múltiple (MEN). La inducción anestésica es quizás el momento donde se produce una mayor descarga simpática, mayormente debida a la intubación orotraqueal. Esa descarga simpática se traduce en cambios hemodinámicas desfavorables como la hipertensión y la taquicardia, los cuales cobran aún más importancia y gravedad en el caso de un feocromocitoma,donde pueden ser especialmente graves y refractarias al tratamiento.Para evitarlo se intenta conseguir un bloqueo de los receptores alfa (responsables principales de la hipertensión) de 10 a 14 días antes, fundamentalmente con fenoxibenzamina vía oral. La fenoxibenzamina es un bloqueante alfa 1y 2 de acción larga y es el fármaco de elección para conseguir un bloqueo alfa efectivo que trate de impedir o minimizar las crisis hipertensivas en el momento de la intervención quirúrgica (respuesta 5 correcta). Tanto el propanolol como el labetalol son bloqueantes beta. El propanolol es un bloqueante no selectivo mientras que el labetalol es un bloqueante mixto alfa y beta con un ratio de bloqueo beta/alfa de 3:1. Ninguno de los dos se utiliza para la preparación preoperatorio y la evitación de respuestas hipertensivas, si bien el labetalol si se utiliza en el manejo de las crisis hipertensivas durante la intervención,junto con otros fármacos como el nitroprusiato o la fentolamina (respuestas 1 y 4 incorrectas). La furosemida es un diurético de asa y por tanto no tiene ningún papel en el manejo perioperatorio del feocromocitoma (respuesta 2 incorrecta). El Captopril es un inhibidor de la ECA, la cual no tiene ningún papel relevante en la génesis de las respuestas y crisis hipertensivas del feocromocitoma,que se basan sobre todo en la estimulación de los receptores alfa por la epinefrina y la norepinefrina segregadas de forma autónoma por el propio tumor (respuesta 3 incorrecta).","1. HARRISON’S 16a edic, págs 38-42 2. FARMACOLOGIA EN ANESTESIOLOGIA 2a edic, págs 143-163",ANESTESIA,Fácil,"0,91",,Propanolol.,Furosemida.,Captopril.,Labetalol.,Fenoxibenzamina.,5,,
2010,147,9441,118297,FALSE,"Mujer 58 años. Presenta desde hace semanas tristeza y desmotivación con lloros inmotivados. Pensamientos negativos sobre el futuro, preocupación por pequeños problemas, apatía general y abandono de sus actividades habituales. Los familiares explican que hace años sufrió algo parecido y le estuvieron dando unas pastillas que no recuerdan. Descartada cualquier patología orgánica ¿cuál es, entre los siguientes, el tratamiento psicofarmacológico más adecuado?:","La paciente presenta un cuadro caracterizado por tristeza y desesperanza que dura más de dos semanas y afecta el funcionamiento previo: un episodio depresivo mayor. En este caso, como se refiere la presencia de al menos otro episodio previo de depresión, hablamos de trastorno depresivo mayor, recidivante. El tratamiento farmacológico de la depresión se realiza con antidepresivos. Los inhibidores selectivos de recaptación de la serotonina (ISRS) son fármacos eficaces y bien tolerados por lo que son una opción de primera elección. El citalopram es un antidepresivo ISRS (respuesta 1 correcta). Otros ISRS son fluoxetina, fluvoxamina, escitalopram, sertralina y paroxetina. La risperidona es un antipsicótico y se emplea en trastornos psicóticos (respuesta 2 incorrecta). La carbamazepina, inicialmente utilizada para tratar la neuralgia del trigémino y las crisis epilépticas parciales o generalizadas, viene empleándose como estabilizador del humor y es útil en trastorno bipolar (respuesta 3 incorrecta). El diazepam es un benzodiacepina que ejerce un efecto ansiolítico y sedante (respuesta 4 incorrecta). El metilfenidato es un estimulante del SNC útil en el TDAH (respuesta 5 incorrecta).","1. KAPLAN & SADOCK, 10a edic., Pág. 558",PSIQUIATRÍA,Fácil,"0,87",,Citalopram 20 mg/día,Risperidona 6 mg/día,Carbamazepina 600 mg/día,Diazepan 5 mg/noche,Metilfenidato 18 mg/día,1,,
2010,149,9443,118299,FALSE,"Un hombre de 67 años acude a la consulta presentando un deterioro cognitivo progresivo y de rápida evolución (meses) que afecta preferentemente a las funciones corticales prefrontales (fluencia verbal, funciones ejecutivas) y parietales (función visual-constructiva). También destaca un déficit en la capacidad atencional, preservación de la capacidad mnésica, sintomas psicóticos que incluyen alucinaciones visuales y olfativas e ideas delirantes secundarias, síntomas extrapiramidales (parkinsonismo acinético) y neurovegetativos, alteraciones en la marcha y notable fluctuación de la gravedad de la clínica de un día para otro. El cuadro clínico sugiere:","La demencia se define como un deterioro progresivo de las funciones cognitivas que aparece en la consciencia clara (es decir en ausencia de delirium). Las causas más frecuentes en mayores de 65 años son: enfermedad de Alzheimer, demencia vascular y demencia mixta de Alzheimer y vascular. La demencia tipo Alzheimer se caracteriza por inicio gradual y deterioro cognitivo continuo incluyendo deterioro de la memoria y al menos una de las siguientes: afasia, apraxia, agnosia y alteración de la ejecución (respuesta 1 incorrecta). La demencia vascular, anteriormente conocida como multiinfarto, se debe principalmente a la presencia de múltiples áreas de enfermedad vascular cerebral, cuyo resultado es un patrón sintomático de demencia. Más frecuente en varones, sobre todo en aquellos que presentan hipertensión arterial u otros factores de riesgo cardiovascular (respuesta 2 incorrecta). La encefalopatía en la infección por el VIH se asocia a demencia y se denomina complejo demencia-sida o demencia-VIH. Además de infección sistémica por VIH requiere de alteración adquirida de al menos dos capacidades cognitivas durante al menos 1 mes y alteración de la función motora o declive de la motivación o control emocional o conducta social (respuesta 3 incorrecta). La enfermedad por cuerpos de Lewy es una demencia clínicamente similar a la demencia de Alzheimer y con frecuencia se caracteriza por alucinaciones, rasgos parkinsonianos y signos extrapiramidales. Se observan inclusiones de cuerpos de Lewy en la corteza cerebral. Estos pacientes tienen intensos efectos adversos cuando reciben antipsicóticos (respuesta 4 correcta). La enfermedad de Pick se caracteriza por la preponderancia de atrofia en las regiones frontotemporales. Los estadios iniciales se caracterizan por cambios de la personalidad y conducta, con una conservación relativa de otras funciones cognitivas. Más frecuente en varones, sobre todo en aquellos que tienen un familiar de primer grado afecto de la enfermedad (respuesta 5 incorrecta).","1. KAPLAN & SADOCK, 10a edic., Pág. 329",PSIQUIATRÍA,Fácil,"0,74",,Una demencia tipo Alzheimer.,Una demencia vascular.,Una demencia-SIDA.,Una demencia por cuerpos de Lewy.,Una demencia de Pick.,4,,
2010,162,9456,118312,FALSE,"Una gestante de 34 semanas de edad gestacional ingresa por urgencias con cefalea, escotomas visuales centelleantes y dolor epigástrico en barra. Su tensión arterial es de 170/110 mm Hg, tiene edemas y proteinuria 3+. En la analítica sanguínea el hematocrito, las plaquetas y las enzimas hepáticas son normales. ¿Que actitud recomendaría?:","El tratamiento definitivo de la preclampsia es la finalización de la gestación, el momento dependerá del estado materno-fetal y la edad gestacional. La evolución clínica de la preeclampsia grave suele ser hacia la progresión con riesgo de empeoramiento del estado materno fetal. Por ello, siempre que se diagnostique a partir de la 34 semana se debe finalizar la gestación. La paciente en este caso cumple criterios de gravedad (HTA severa y síntomas prodrómicos de eclampsia). El 1o objetivo en el caso de la preclampsia grave es la prevención de la eclampsia y la disminución del riesgo de hemorragia cerebral, siendo el fármaco de elección el sulfato de magnesio (respuesta 1 correcta) (respuesta 2 incorrecta) (respuesta 4 incorrecta). Se podría aconsejar un manejo expectante siempre que se cumplan los requisitos necesarios para una vigilancia intensiva del bienestar materno fetal antes de la 34 semana. En este caso y si la TA es superior a 160/110 estaría indicado el tratamiento hipotensor, siendo el fármaco de 1a elección el labetalol (respuesta 3 incorrecta). No es preciso asociar corticoides a partir de la 34 semana para maduración pulmonar (respuesta 5 incorrecta)",1. CABERO. L Obstetricia y Medicina materno-fetal. Ed Médica Panamericana. 2007 Págs. 669-70,GINECOLOGÍA,Difícil,"0,29",,Tratamiento con sulfato de magnesio y después inducción del parto o cesárea si no reúne condiciones favorables para la inducción.,Inducción del parto.,Tratamiento con hidralazina y si se normaliza la tensión arterial continuar el embarazo hasta alcanzar las 36-37 semanas.,Cesárea inmediata.,Tratamiento con hidralazina. y con glucocorticoides para lograr la maduración pulmonar fetal pasadas 24 horas inducir el parto.,1,,
2010,163,9457,118313,FALSE,"Mujer de 30 años, sin hijos, que consulta por dismenorrea de varios años de evolución, aunque el dolor se ha intensificado en los últimos meses. En la exploración se detecta una tumoración en ovario derecho, con útero poco móvil y doloroso. Ovario izquierdo normal y doloroso. Por ecografía se visualiza una formación quística homogénea compatible con endometrioma en ovario derecho de 7 cms de diámetro. ¿Cuál es el tratamiento indicado en esta paciente?:","El tratamiento de la endometriosis se debe individualizar en función de la edad, extensión de la enfermedad, duración de la esterilidad, deseo reproductivo y severidad de los síntomas. Los tratamientos médicos no resultan eficaces en todos los endometriomas ováricos, sino en los más pequeños (menores de 1 cm). Los tratamientos médicos no mejoran la fertilidad en mujeres estériles con endometriosis (respuesta 1 incorrecta) (respuesta 3 incorrecta). El tratamiento médico preoperatorio no es útil, salvo en enfermedad profunda que afecta al fondo de saco o tabique rectovaginal (respuesta 4 incorrecta). Cuando la enfermedad es leve o moderada el tratamiento médico puede controlar el dolor, pero sin efecto en la fertilidad. La cirugía es tan eficaz como el tratamiento médico para aliviar el dolor y puede mejorar la fertilidad. En las endometriosis moderadas o graves con distorsión de la anatomía la cirugía es el tratamiento de elección, siendo la vía de abordaje de elección laparoscópica En este caso se debe ser lo más conservador posible por lo que la mejor opción es la quistectomía con resección total de la pseudocápsula (respuesta 2 correcta). La ooforectomía sería una opción razonable en pacientes sin deseo genésico y de mayor edad (respuesta 5 incorrecta).","1. BAJO ARENAS JM. Fundamentos de Ginecología. SEGO, 2009. Págs 259-262",GINECOLOGÍA,Normal,"0,4",,Anticonceptivos orales.,Quistectomía ovárica por laparoscopia.,Antiinflamatorios no esteroideos.,Análogos de la GnRH durante 3 meses.,Ooforectomía por laparoscopia.,2,,
2010,164,9458,118314,FALSE,"Gestante de 32 semanas que acude a su consulta para el control de la gestación en visita programada. En el último mes ha ganado 4 Kg. de peso. Presenta edemas en miembros inferiores y una TA de 140/90 en ese momento y tras repetir la toma 30 minutos después. Realiza una ecografía en la que observa un feto con una biometría acorde con la amenorrea, placenta y líquido anmiótico normales. ¿Cuál de las siguientes decisiones tomará a continuación?:","El diagnóstico de preclampsia se realiza cuando en dos o más tomas separadas al menos 4 horas, la TA sistólica ≥ 140 mmHg y/o TA diastólica ≥ 90 mmHg en una gestante previamente normotensa y se acompaña de proteinuria (≥300mg en orina de 24 horas o ≥2++ en una muestra aislada en dos determinaciones separadas). Se define como hipertensión gestacional si la hipertensión no se acompaña de proteinuria (respuesta 3 incorrecta) (respuesta 5 correcta). El edema no se incluye en los criterios diagnósticos de los THE, debido a su alta prevalencia durante la gestación normal. Sin embargo, el desarrollo rápido de un edema generalizado es habitualmente anormal. Ante el diagnóstico de preclampsia se debe establecer la severidad del cuadro. El tratamiento hipotensor no está indicado por debajo de los criterios de HTA grave, pues no mejora el pronóstico (respuesta 1 incorrecta). El reposo no ha demostrado que mejore el pronóstico de la enfermedad, aunque puede mejorar la retención hídrica y la perfusión fetal. La dieta debe ser normocalórica, normoproteica y normosódica (respuesta 2 incorrecta)","1. CABERO. L Obstetricia y Medicina materno-fetal. Ed Médica Panamericana. 2007 Págs. 669-70 2. Trastornos hipertensivos del embarazo. Protocolos Obstetricia, SEGO, 2006.",GINECOLOGÍA,Normal,"0,52",,Pautar tratamiento con alfametildopa.,Recomendar dieta hipocalórica y reducir ingesta de sal.,Diagnóstico de preeclampsia. Reposo y tratamiento antihipertensivo.,"Dado que no existe patología, se debe continuar con los controles normales de la gestación.",Solicitar analítica de orina.,5,,
2010,166,9460,118316,FALSE,"Ante una mujer de 23 años que consulta por ciclos largos con baches amenorreicos de hasta 3 meses, acné facial y aumento del vello, la prueba complementaria que mejor nos orientará el diagnóstico será:","Para el diagnóstico del síndrome del ovario poliquístico se deben cumplir al menos dos de los siguientes criterios (criterios para el diagnóstico de SOP, Rotterdam 2003): - oligo y/o anovulación - hiperandrogenismo (clínico y/o bioquímico) - ovarios poliquísticos definidos por ecografía vaginal con la presencia de 12 o más folículos de 2- 9mm y/o volumen ovárico mayor de 10ml. Con que la imagen ecográfica sea en un solo ovario es suficiente (respuesta 1 correcta). Los criterios de Rotterdam no consideran la determinación de LH ni de su cociente con la FSH para el diagnóstico de SOP. La relación LH/FSH tiene valor en el diagnóstico diferencial con las amenorreas de origen central. Un tercio de las pacientes con SOP no presentan estas alteraciones. El cuadro mantiene el calificativo de síndrome porque no es posible definirlo mediante un único criterio. La obesidad, anorexia, bulimia, hiperprolactinemia, disfunciones hipotalámicas y tiroideas, hiperplasia suprarrenal o psicofármacos, simulan la misma sintomatología y deben ser excluidas antes de llegar al diagnóstico. En este caso la respuesta correcta ante una clínica de oligoanovulación e hiperandrogenismo clínico sería la ecografía. ","1. BAJO ARENAS JM. Fundamentos de Ginecología. SEGO, 2009. Págs 73-75",GINECOLOGÍA,Normal,"0,58",,Ecografía transvaginal.,Test de estrógeno-gestágenos.,Determinación plasmática de FSH y LH.,Determinación plasmática de estradiol y progesterona.,Determinación plasmática de prolactina.,3,,
2010,170,9464,118320,FALSE,"Mujer de 17 años de edad que acude a la consulta por retraso en el inicio de la pubertad. Refiere ausencia de menarquia. En la exploración física destacan los siguientes hallazgos: talla 1.49 cm., cuello ancho, pezones mamarios muy separados, y mamas y vello púbico propios de la etapa I de Tanner. Señale cuál de las siguientes pruebas confirmará el diagnóstico con mayor probabilidad:","Ante la clínica descrita debemos sospechar un síndrome de Turner. El 60% presentan un cariotipo 45X0 y el resto mosaicismos o anomalía estructural de uno de los cromosomas. Clínicamente el fenotipo es femenino con infantilismo sexual, talla baja, pterigium colli, cúbito valgo y con frecuencia malformaciones extragenitales. Los genitales internos son femeninos pero infantiles al igual que los externos. El vello púbico y axilar es escaso y hay ausencia del desarrollo mamario. La amenorrera suele ser 1a, pero es posible en los mosaicismos menstruación espontánea e incluso gestación. El fallo gonadal produce una elevación importante de los niveles de gonadotrofinas con niveles de esteroides normales o bajos, aunque esto es común a otras muchas patologías (respuesta 4 incorrecta) (respuesta 5 incorrecta). El diagnóstico se realiza por el cariotipo y la evidencia de una gónada disgenética (respuesta 3 correcta). En este caso tanto la hormona de crecimiento como la resonancia craneal no muestran ninguna utilidad (respuesta 1 incorrecta) (respuesta 2 incorrecta). El tratamiento con terapia hormonal sustitutiva permite una correcta diferenciación secundaria y prevención de la osteoporosis.","1. BAJO ARENAS JM. Fundamentos de Ginecología. SEGO, 2009. Págs 185-186.",GINECOLOGÍA,Fácil,"0,95",,Hormona de crecimiento.,Resonancia magnética de cráneo.,Cariotipo.,Hormona folículoestimulante (FSH),Hormona luteinizante (LH).,3,,
2010,198,9492,118348,FALSE,Un paciente con insuficiencia renal moderada (filtrado glomerular de 55ml/min) es diagnosticado de tuberculosis pulmonar. ¿Cuál sería la actitud correcta respecto a la dosis de rifampicina a emplear en su tratamiento?:,"La rifampicina es un fármaco con un importante metabolismo hepático. No precisa ajuste de dosis en la insuficiencia renal (respuesta 1 correcta y respuestas 2, 3, 4 y 5 incorrectas). Este concepto ha sido preguntado con anterioridad en el MIR","1. BERTRAM G. 10a edic, cap 47",FARMACOLOGÍA,Fácil,"0,68",,No es preciso modificar la dosis habitual,Debe reducirse la dosis al 50% de la dosis habitual.,El periodo de tiempo interdosis debe duplicarse.,Esta contraindicada su utilización.,Debe reducirse la dosis a un tercio de la dosis habitual.,1,,
2010,207,9501,118357,FALSE,Mujer de 35 años de edad que acude a urgencias por presentar orina turbio-hemática y síndrome miccional agudo. El laboratorio de microbiología informa en la tinción de Gram de la orina de cocos gram positivos en cadenas. A las 24 horas el cultivo indica la presencia del microorganismo Enterococcus faecalis. Si no dispone de antibiograma ¿qué antibiótico administraría?:,"La ampicilina (respuesta 5 correcta) alcanza concentraciones urinarias lo suficientemente elevadas como para constituir una monoterapia adecuada en casos como el presente de ITU no complicada. Los enterococos son resistentes a todas las cefalosporinas incluido la cefuroxima, (respuesta 2 incorrecta) representa una elección errónea. Casi todos los enterococos son resistentes a la estreptomicina, por lo que este fármaco no debe administrarse, salvo que se haya comprobado la sensibilidad al mismo (hecho que no ha ocurrido en la paciente) (respuesta 1 incorrecta). La colistina es una polimixina cuya estructura se corresponde con un polipéptido básico cíclico y con actividad frente a bacterias gram negativas (respuesta 3 incorrecta). Quinupristina-dalfopristina posee indicación clínica frente a los enterococos resistentes a vancomicina. Es una combinación de dos estreptograminas con actividad bacteriostática in vitro frente a E. faecium, pero no contra E. faecalis ni otras especies de enterococos (respuesta 4 incorrecta).","1. HARRISON 17 ed. pag. 844, 855,888-889",MICROBIOLOGÍA,Difícil,"0,27",,Estreptomicina,Cefuroxima,Colistina,Quinupristina-dalfopristina,Ampicilina,5,,
2010,224,9518,118374,FALSE,Un hombre de 21 años es portador de una mutación (de etiología validada) en el gen MFN 2 (mitofusin 2 cromosoma 1p36.2) Recientes estudios sitúan tales mutaciones como la causa más frecuente de la enfermedad de Charcot-Marie-Tooth tipo 2a (CMT2A). El gen MFN2 determina la fusión entre las mitocondrias circunstancia importante de su fisiología y morfología. Acude a la consulta de consejo genético con su esposa en la que un reciente análisis ha descartado mutaciones en el citado gen MFN2. Ambos están asintomáticos. ¿Cuál es el riesgo de transmisión de la enfermedad?:,La dificultad de la pregunta está en conocer que la enfermedad de Charcot-Marie-Tooth es de herencia autonómica dominante. Cada hijo de un portador del alelo anormal (Aa) y de un sano (aa) tiene una probabilidad del 50% de heredar dicho alelo A y de padecer la enfermedad asociada (respuesta 3 correcta). Aunque nos hablen de daño en las mitocondrias esto no es lo mismo que la herencia a través del ADN mitocondrial que no ocurre en esta enfermeda (respuesta 2 incorrecta). La penetrancia indica la manifestación fenotípica de un genotipo por lo que aunque en el padre no se haya manifestado la enfermedad (penetrancia incompleta) como si tiene el gen anormal si puede transmitírselo a su descendencia (respuesta 5 incorrecta).,"1. GRIFFITHS. Genética, 7a edic., pág.47. Herencia autosómico dominante: Aa x aa= 50% afectos y portadores",GENÉTICA,Difícil,"0,09",,"No hay riesgo, porque el CMT2A es mayoritariamente de herencia recesiva y ambos padres han de ser portadores (la esposa no lo es) para poder transmitirla.","Al tratarse de un efecto sobre las mitocondrias. La enfermedad únicamente se transmitirá vía materna (herencia materna), por lo que no existe riesgo.","Al tratarse de una enfermedad de herencia autosómico dominante, el riesgo de tener un hijo afecto es del 50%.","El gen MFN2 está en el cromosoma 1. por lo que todos los hijos varones están exentos de riesgo, en cambio todas sus hijas serán portadoras.","No hay riesgo, puesto que la enfermedad no ha aparecido en el padre (penetrancia incompleta).",3,,
2010,226,9520,118376,FALSE,Un paciente de 50 años con antecedentes de tabaquismo dislipemia y diabetes consulta por presentar desde hace 36 horas episodios repetidos de dolor torácico opresivo con sudoración. El último y más prolongado tuvo una duración de 45 minutos. El ECG muestra descenso persistente del ST de 2 mm en derivaciones DII Bill y aVF. Señale la afirmación más correcta: El tratamiento inicial debe incluir (salvo contraindicación):,"Se trata de un paciente con un síndrome coronario agudo sin elevación del segmento ST. El tratamiento debe iniciarse descartando de manera rápida causas secundarias como taquicardia crisis HTA o anemia. Posteriormente desde un punto de vista fisiopatológico medidas para evitar la progresión de la supuesta trombosis (aspirina, clopidogrel y heparina preferentemente de bajo peso molecular a dosis anticoagulante) y medidas para frenar la isquemia habitualmente combinando antianginosos. Dado que presenta datos de alto riesgo (descenso de ST) habría que planear un cateterismo precoz con vistas a dilatar la lesión coronaria culpable o bien programar cirugía si es necesario.","1. Harrison ́s, 17Th Edition,2008 Pag 265",CARDIOLOGÍA,Normal,"0,36",,Únicamente Aspirina.,"Aspirina, clopidogrel y heparina.","Nifedipino, Aspirina y Clopidogrel.","Fibrinolisis, Betabloqueantes y aspirina.","Aspirina, clopidogrel heparina y betabloqueantes.",5,,
