kasuZbkia,gaixotasunak,gaixotasunUMLS,sintomak,sintomenUMLS,gaixSin,gaixSinUMLS
166,"esclerosis múltiple,vitritis,cavidad,periflebitis","C0026769,C0235812,C1510420,C0031129",Mujer,C0043210#C0015780#C0086418,"miodesopsias,conglomerados inflamatorios","-,- C0333348"
167,"Diabetes Mellitus,ptosis","C0011849,C0033377",,,"HTA,diplopia","-,-"
168,,,"mujer,metrorragia","C0043210#C0015780#C0086418,C0025874",,
169,le,C1292157#C0409974,"dolor,dolor abdominal,sangrado vaginal,le","C0030193,C0000737,C0426196,C1292157#C0409974",prímigesta,-
170,"lumbalgia,pérdida de líquido,sangrado","C0024031,C0332234#C0235395,C0019080","Mujer,dolor cólico,sangrado,contracciones","C0043210#C0015780#C0086418,C0232488#C0458254,C0019080,C1140999","líquido amniótico,acortamiento","C0002638,C0441636"
171,,,"secundigesta,gestación,amenorrea","C0232997,C0549206#C0032961#C0549169,C0002453",pre-eclampsia,-
172,"infección,masas,rinorrea","C0009450,C1306372#C0577559,C1260880","heces líquidas,vómito alimentario,lactancia,bien nutrido,masas,rinorrea,acuosa","C0232708,C0577085,C0231330#C0006147,C2364291,C1306372#C0577559,C1260880,C0443350",megalias,-
173,Fibrosis Quística,C0010674#C1527396#C0016033,,,,
174,esplenomegalia,C0038002,"debilidad,palidez","C0424594#C0004093#C3714552,C0030232#C1275397","episodios febriles,pérdida,hiper-gammaglobulinemia","C0332189 C0015967,-,-"
175,"lesiones,rinorrea","C0332447#C1313971#C0221198,C1260880","niño de,enrojecimiento facial,tos,rinorrea,acuosa,hipoventilación,sibilancias,relleno capilar","C0680063,C0016382,C0010200,C1260880,C0443350,C3203358,C0043144#C0392681,C0425716",tiraje,-
176,"lesiones,le,infección de vías respiratorias superiores,petequias","C0332447#C1313971#C0221198,C1292157#C0409974,C0041912,C0031256","Niño de,le,dolor abdominal,cólico,pérdida de peso,dolor difuso,hallazgos","C0680063,C1292157#C0409974,C0000737,C0423605#C0232488#C3665357,C0043096#C1285591,C0520963,C0243095","deposiciones diarréicas,visceromegalias","-,-"
177,hipersomnia,C0917799,"tristeza,anhedonia,desesperanza,aislamiento social,síntomas,reían,angustia","C0344315#C3536794,C0178417,C0233488#C0150041,C0037421,C1457887,C0023133,C0003467","sentimientos de culpa,deseos de muerte,inhibición,enlentecimiento,dificultad,empeoramiento","C0013987 C0332285 C0018379,- C0332285 C1306577#C0011065,C0021469,-,C1299586#C0332218,-"
178,,,"dolor,hiperventilación,temblor,escalofríos,desrealización","C0030193,C0020578,C0040822#C1527384,C0234192#C0085593#C0424790,C0233754","palpitaciones,dificultad,sensación de mareo,sensación de estrañeza","-,C1299586#C0332218,C0036658#C1455667 C0332285 C0012833#C0220870,C0036658#C1455667 C0332285"
179,"ptosis palpebral,miosis,pinchazo","C0005745,C0728710#C0026205,C0439814#C0033119","tos persistente,miosis","C0562483,C0728710#C0026205",,
180,lesión,C0332447#C1313971#C0221198,niño de,C0680063,crecimiento,-
181,"bulto,le,carcinoma","C0577559,C1292157#C0409974,C0007097","mujer,bulto,le","C0043210#C0015780#C0086418,C0577559,C1292157#C0409974",malignidad,-
182,"le,infección respiratoria","C1292157#C0409974,C0035243",le,C1292157#C0409974,,
183,"le,enfermedad genética,distrofia muscular de Duchenne,enfermedad","C1292157#C0409974,C0019247,C0013264,C0012634#C0039082","problemas,le","C0033213,C1292157#C0409974",,
184,"miocardiopatía,hipertrófica","C0878544,C0020564","varón,muerte súbita","C0086582,C0011071",,
185,"hipertensión arterial,edemas,sedimento","C0020538,C0013604,C0333562","Mujer,edemas,proteinuria","C0043210#C0015780#C0086418,C0013604,C0033687",,
186,"infarto agudo de miocardio,obesidad","C0155626,C0028754#C0451819#C1563743","Fumador,falleció","C0337664,C1546956",diabetes,-
187,aplasia medular,C1368107,,,,
188,"ptosis palpebral,miosis,pinchazo,lesión","C0005745,C0728710#C0026205,C0439814#C0033119,C0332447#C1313971#C0221198","tos persistente,miosis","C0562483,C0728710#C0026205",sintomatología,-
189,"masa,lesión","C1306372#C0577559,C0332447#C1313971#C0221198","ataxia,cefaleas,masa","C0004134,C0018681,C1306372#C0577559","procesos citoplasmáticos largos,patrón fascicular","C1522240 - C0205166#C0392744,C0449774 C0205241"
190,,,"Mujer,insuficiencia,tos persistente","C0043210#C0015780#C0086418,C0231179,C0562483","hipertensión,picor,hiper-potasemia,alteración","-,-,-,-"
191,"ataxia espinocerebelosa,enfermedad","C0087012,C0012634#C0039082",ataxia,C0004134,mutación expansiva,-
192,"atrofia óptica de Leber,le,enfermedad","C0917796,C1292157#C0409974,C0012634#C0039082",le,C1292157#C0409974,mutación,-
193,"síncope,asistolia","C0039070#C0332521,C0018790","mareos,pródromos,síncope,registro","C0012833#C0220870,C0240805,C0039070#C0332521,C0079809#C0421433",,
194,"fibrilación auricular,le,bloqueo auriculoventricular completo","C0004238,C1292157#C0409974,C0151517","Mujer,le","C0043210#C0015780#C0086418,C1292157#C0409974",hipertensa,-
195,"edemas,hepatomegalia,arritmia,fibrilación auricular,Trastorno","C0013604,C0019209,C0003811,C0004238,C0012634#C0039082","Mujer,soplo,cansancio,edemas,cianosis,Soplo sistólico","C0043210#C0015780#C0086418,C0006318#C0018808,C0015672#C0475255,C0013604,C0010520,C0232257","palpitaciones,estertores,Trastorno de conducción","-,-,C0012634#C0039082 C0332285 C0457405"
196,"angina,obstrucción","C0002962,C0028778",,,"diabético,cardiopatia","-,-"
197,angina,C0002962,disnea,C0013404#C0553668,sincopes,-
198,"le,enfermedad,estenosis","C1292157#C0409974,C0012634#C0039082,C0009814#C1261287","le,astenia,sudoración,mareos","C1292157#C0409974,C0004093#C3714552,C0038990,C0012833#C0220870","enfermedad ulcerosa,estado nauseoso,retortijones,despeños diarreicos","C0012634#C0039082 C0041582,C0449438#C1301808 C0027497,-,-"
199,"vómito,diverticulitis","C0042963#C0042965,C0012813","mujer,dolor en fosa ilíaca izquierda,fiebre,dolor a la palpación","C0043210#C0015780#C0086418,C0476307,C0015967,C0234233","ocupación,defensa,descompresión","C0028811,-,C1829459#C0021153"
200,"anemia ferropénica,le","C0162316#C0008272,C1292157#C0409974",le,C1292157#C0409974,aumento,C0442805
201,colitis ulcerosa,C0009324#C2919828,Mujer,C0043210#C0015780#C0086418,brote,-
202,"enfermedad,disfagia","C0012634#C0039082,C0232520#C0011168","disfagia,líquidos,pirosis","C0232520#C0011168,C0444611#C1304698#C1697794#C0302908#C1704353,C0018834",impactaciones,-
203,"anemia,hernia de hiato,divertículos,le","C0002871#C0221395#C1510654,C3489393,C0012817#C1510475,C1292157#C0409974","Mujer,dolores,ciego,le","C0043210#C0015780#C0086418,C0030193,C0332224#C0525065#C1278925#C0456909#C0007531,C1292157#C0409974",,
204,hematemesis,C0018926,,,sudoroso,-
205,"adicción a drogas,hepatomegalia,ascitis","C1510472,C0019209,C0003962","Mujer,astenia,anorexia,pérdida de peso,ictericia,fiebre,dolor abdominal,problemas familiares,desorientación,asterixis,volumen","C0043210#C0015780#C0086418,C0004093#C3714552,C1971624,C0043096#C1285591,C0022346,C0015967,C0000737,C0424960,C0233407,C0232766,C0449468#C0178733","malnutríción,irritación","-,C0441723"
206,anemia,C0002871#C0221395#C1510654,"ictericia conjuntival,dolor abdominal","C0240962,C0000737",,
207,,,,,,
208,"diabetes mellitus tipo 2,les","C0011860,C1292157#C0409974","dieta,astenia,les","C0012155,C0004093#C3714552,C1292157#C0409974",,
209,"accidente cerebrovascular,hipertensión arterial,diabetes mellitus tipo 2,reducción","C0038454#C1540600,C0020538,C0011860,C0333668",mujer,C0043210#C0015780#C0086418,ACV,C1277291
210,"irritación meníngea,oftalmoplejía,lesión ocupante de espacio,adenoma hipofisario,hemorragia,desviación,compresión","C0025287,C0029089,C0332562,C0032000,C0019080,C0185033#C0333051,C0332459#C1285497","Mujer,cefalea,signos,hemorragia","C0043210#C0015780#C0086418,C0018681,C0311392,C0019080",alteraciones,-
211,"tumor neuroendocrino,tumor,quiste simple","C0206754,C0027651,C0037157","mujer,amenorrea,cólicos","C0043210#C0015780#C0086418,C0002453,C0423605#C0232488#C3665357",,
212,diarrea crónica,C0401151,calambres,C0026821,,
213,hiperparatiroidismo,C0020502,,,,
214,"pancitopenia,anemia aplásica","C0030312,C0002874",presencia de células,C0427850,células inmaduras,C0427850 C0205252
215,,,mujer,C0043210#C0015780#C0086418,,
216,edemas,C0013604,"edemas,astenia,hipogammaglobulinemia","C0013604,C0004093#C3714552,C0001768#C0086438",cadenas,C3540771#C0337112
217,petequias,C0031256,"cefalea,astenia","C0018681,C0004093#C3714552",esquistocitos,C0221282
218,fractura patológica,C0016663,hallazgos,C0243095,,
219,"petequias,equimosis,zonas,decúbito,esplenomegalia","C0031256,C0013491,C0019360,C0442303#C0011127,C0038002","equimosis,hallazgos,morfología","C0013491,C0243095,C0700329#C0332437","cuadro gripal,adenopatías","-,-"
220,lesión ulcerosa,C0041582,"fiebre,malestar general,homosexuales,HIV negativo","C0015967,C0234215#C0231218,C0019900,C0481430",adenopatías,-
221,"leucemia,neumonía,infiltrado,lesión,punción","C0023418,C0032285#C3714636,C0332448,C0332447#C1313971#C0221198,C0033119",signo del halo,C0233205,,
222,"diabetes mellitus tipo 2,exantema,petequias,leucopenia,gota","C0011860,C0015230,C0031256,C0023530#C0750394,C0018099#C1321095","fiebre,escalofríos,cefalea,leucopenia","C0015967,C0234192#C0085593#C0424790,C0018681,C0023530#C0750394","tiritona,artromialgias,elevación,malaria","-,-,C0439775,C1320124"
223,"hepatomegalia,hipergammaglobulinemia policlonal,infección por VIH,adherencia","C0019209,C0154254,C0019693,C0001511","Mujer,fiebre,síntomas","C0043210#C0015780#C0086418,C0015967,C1457887","focalidad infecciosa,elevación,VIH,poliartritis","-,C0439775,C0458074#C0019682,C0162323"
224,"mieloma múltiple,neutropenia,condensación","C0026764,C0027947#C0001824#C1534864#C1576411#C0853697,C0333119","neutropenia,fiebre,tos","C0027947#C0001824#C1534864#C1576411#C0853697,C0015967,C0010200",expectoración,C0232515#C0038056
225,le,C1292157#C0409974,"fiebre,le","C0015967,C1292157#C0409974","bronquítico,cuadro neumónico,Streptococcus pneumoniae","-,-,-"
226,"enfermedad,exudado","C0012634#C0039082,C0015388#C0311437","fiebre,dolor de garganta,tos","C0015967,C0242429,C0010200","adenopatías,dolorosas","-,-"
227,"tuberculosis pulmonar,tuberculosis","C0041327,C0041296","consumo excesivo de alcohol,tos,fiebre,régimen","C0560219,C0010200,C0015967,C0012155","expectoración,Mycobacterium tuberculosis","C0232515#C0038056,C0026926"
228,rash cutáneo,C0015230,"fiebre,relación sexual","C0015967,C1314687#C0009990#C0009253","adenopatías,VIH","-,C0458074#C0019682"
229,"amigdalitis,exantema,hepatoesplenomegalia,pancitopenia,coagulopatía,insuficiencia respiratoria,placa","C0040425,C0015230,C0019214,C0030312,C0005779,C0035229,C0332461","fiebre,fiebre continua,se traslada,confusión,insuficiencia respiratoria","C0015967,C0424767,C0728827,C0009090,C0035229","virus de EpsteinBarr,hepatitis,infiltrados","C0042776 C0332285 -,C0019158,-"
230,"lesiones,hematuria","C0332447#C1313971#C0221198,C0018965","sedimento urinario,hematuria","C2945609#C1261248,C0018965",,
231,"insuficiencia renal crónica,tromboembolismo","C0403447,C0040038",Mujer,C0043210#C0015780#C0086418,diabetes,-
232,"hemoptisis,depósito","C0019079,C0442627#C0333562",disnea,C0013404#C0553668,semilunas,-
233,le,C1292157#C0409974,"disnea,hallazgo,le","C0013404#C0553668,C0243095,C1292157#C0409974","nodulo,nodulos","-,-"
234,cáncer,C1306459#C0936282#C0006826,,,consistencía,-
235,"tumor,carcinoma de células renales,defectos,infiltración","C0027651,C0279702#C0007134#C1378703,C1457869#C0231172,C0702249#C0332448","defectos,hallazgos","C1457869#C0231172,C0243095",,
236,le,C1292157#C0409974,"sibilancias inspiratorias,le","C0231874,C1292157#C0409974","asmático,agudización","-,-"
237,lesión,C0332447#C1313971#C0221198,"pelea,signos","C0337192#C0424324,C0311392","enolismo,hipofonesis","-,-"
238,,,mujer,C0043210#C0015780#C0086418,,
239,"derrame pleural,linfocitosis,le","C0032227,C0024282#C0853698,C1292157#C0409974","linfocitosis,le","C0024282#C0853698,C1292157#C0409974",atipias,-
240,"cirrosis hepática,ascitis,derrame pleural","C0023890,C0003962,C0032227",,,,
241,"neoplasia de páncreas,edema","C0030297,C0013604","dolor,edema","C0030193,C0013604",,
242,"lagrimeo,rinorrea","C2363241#C0152227,C1260880","Mujer,dolor intenso,rinorrea","C0043210#C0015780#C0086418,C0458256,C1260880",,
243,"coma,lesiones","C0009421,C0332447#C1313971#C0221198",coma,C0009421,,
244,deterioro,C1265875#C0684336#C0231171,"deterioro,torpeza,alucinaciones","C1265875#C0684336#C0231171,C0233844,C0018524","lentitud,empeoramiento","-,-"
245,"hemiparesia derecha,deterioro,hematoma","C0457435,C1265875#C0684336#C0231171,C0018944","afasia,dieta,deterioro","C0003537,C0012155,C1265875#C0684336#C0231171",hipertensión,-
246,"fractura,arteritis,osteoporosis","C0016658,C0003860,C0029456","Mujer,menopausia","C0043210#C0015780#C0086418,C0025320#C0567312",,
247,,,"dolor mecánico,cojera","C0234252,C0311395#C1456822",,
248,deformidad,C0302142,"mujer,caída,dolor,deformidad,volumen","C0043210#C0015780#C0086418,C0085639,C0030193,C0302142,C0449468#C0178733","aumento,imposibilidad","C0442805,-"
249,"traumatismo,dolor lumbar","C3263723,C0024031",parestesias,C0030554,"dificultad,pérdida","C1299586#C0332218,-"
250,lesión,C0332447#C1313971#C0221198,"dolor,hinchazón","C0030193,C0038999",,
251,"le,bloqueo aurículo-ventricular,hipertensión arterial,hipercolesterolemia,diabetes mellitus,obesidad mórbida,obesidad,infiltraciones","C1292157#C0409974,C0004245,C0020538,C0020443,C0011849,C0028756,C0028754#C0451819#C1563743,C0702249#C0332448","mujer,le,desorientación,temblores","C0043210#C0015780#C0086418,C1292157#C0409974,C0233407,C0040822#C1527384","agitada,midriasis,tiritonas","-,C0026961,-"
252,"insuficiencia respiratoria,linfangitis carcinomatosa,cáncer gástrico","C0035229,C0238258,C0024623",insuficiencia respiratoria,C0035229,,
253,"úlcera,almohadilla,exudado","C0041582,C0332568#C1882271,C0015388#C0311437",mujer,C0043210#C0015780#C0086418,incontinente,C0231238
254,"cáncer de pulmón,metástasis,tumor","C0242379#C0684249,C2939419#C0013930,C0027651",,,,
255,"ascitis a tensión,edemas,ascitis,masas","C0741244,C0013604,C0003962,C1306372#C0577559","Mujer,astenia,anorexia,adelgazamiento,edemas,signos,masas,hallazgos,líquido","C0043210#C0015780#C0086418,C0004093#C3714552,C1971624,C0332528,C0013604,C0311392,C1306372#C0577559,C0243095,C0444611#C1304698#C1697794#C0302908#C1704353",,
256,deterioro,C1265875#C0684336#C0231171,"varón,fiebre,deterioro,taquipnea","C0086582,C0015967,C1265875#C0684336#C0231171,C0231835",esquizofrénico,-
257,"gastroenteritis aguda,deshidratación leve","C0267446,C3472705",signos,C0311392,"sangre,moco,intolerancia","C0005767,C0026727,C0231199"
258,,,ictericia,C0022346,,
259,"angioedema,conjuntivitis,le,alergia,hipotensión","C0002994,C0009763,C1292157#C0409974,C0020517,C0020649","niño de,congestión nasal,le,sibilancias","C0680063,C0027424,C1292157#C0409974,C0043144#C0392681","ronquera,pálido,sudoroso","-,C1971630#C0017651,-"
260,dilatación,C0012359,"Mujer,gestación,registro,conducta","C0043210#C0015780#C0086418,C0549206#C0032961#C0549169,C0079809#C0421433,C0004927",patrón fetal decelerativo,C0449774 - -
261,"le,lesión,abortos,dilatación,membranas","C1292157#C0409974,C0332447#C1313971#C0221198,C0156543#C1281512,C0012359,C0332875","mujer,le,gestación,vivos,contracciones,embarazo","C0043210#C0015780#C0086418,C1292157#C0409974,C0549206#C0032961#C0549169,C2584946,C1140999,C0549206#C0032961#C0549169","H-SIL,sensación de peso","-,C0036658#C1455667 C0332285 C0043100"
262,asma,C0004096#C0085129#C1319018#C1260881,mujer,C0043210#C0015780#C0086418,efectos teratogénicos,C1704419#C1280500#C1280519 -
263,agenesia de vagina,C1261251#C1321884,"Mujer,amenorrea","C0043210#C0015780#C0086418,C0002453",,
264,"SIDA,hepatitis B,le","C0001175,C0019163,C1292157#C0409974","Varón,homosexual,le","C0086582,C0019900,C1292157#C0409974",VIH,C0458074#C0019682
265,"carcinoma escamoso,le","C0007137,C1292157#C0409974","hábito,no bebedor,le","C0018464,C0457801,C1292157#C0409974","hábito tabáquico,agente infeccioso","C0018464 -,C0314732"
266,placa,C0332461,"Mujer,hábitos,dolor intenso,hábito","C0043210#C0015780#C0086418,C0018464,C0458256,C0018464",hábitos tóxicos,C0018464 -
267,"lesiones,erosiones","C0332447#C1313971#C0221198,C0333307",,,pruriginosas,C0439707
268,,,"mujer,conflictos","C0043210#C0015780#C0086418,C0009671",nerviosa,-
269,separación,C0036679,"Mujer,anhedonia,llanto,pérdida de energía,culpa,pérdida de peso,incapacidad","C0043210#C0015780#C0086418,C0178417,C0010399,C0015672,C0018379,C0043096#C1285591,C0231172","ánimo deprimido,pérdida,sensación de inutilidad","-,-,C0036658#C1455667 C0332285"
270,"enfermedades,le","C0012634#C0039082,C1292157#C0409974","fumador,cansancio,cantidades,le","C0337664,C0015672#C0475255,C1265611#C0237753,C1292157#C0409974","verborreico,episodio depresivo","-,C0332189"
271,le,C1292157#C0409974,"Mujer,le","C0043210#C0015780#C0086418,C1292157#C0409974","hiperactiva,nerviosa,insomne","C0443272,-,-"
272,"traumatismo,impotencia,derrame,le","C3263723,C0242350,C0013687,C1292157#C0409974","dolor,impotencia,murmullo vesicular,le","C0030193,C0242350,C0231857,C1292157#C0409974","abolición,matidez","-,-"
273,"tumefacción,impotencia,derrame articular,leucocitosis con neutrofilia,monoartritis","C0038999,C0242350,C1253936#C0311222,C3665444#C1282609,C0158026","dolor,tumefacción,impotencia,fiebre,signos","C0030193,C0038999,C0242350,C0015967,C0311392","signos inflamatorios,elevación","C0311392 C0333348,C0439775"
274,"amaurosis,papiledema,le","C0376288,C0030353#C0155288,C1292157#C0409974","Mujer,obesa,cefalea pulsátil,papiledema,le","C0043210#C0015780#C0086418,C0028754,C0423618,C0030353#C0155288,C1292157#C0409974",diplopia,-
275,,,amenorrea primaria,C0232939,vello,C0221988
276,vómitos,C0042963,"mujer,dolor en la ingle,tumoración","C0043210#C0015780#C0086418,C0239783,C0577559",,
277,"cardiopatía isquémica,le,rectorragia,lesión,pólipo,adenocarcinoma,enfermedad,Tumores","C0002962#C0151744,C1292157#C0409974,C0267596#C0018932,C0332447#C1313971#C0221198,C0032584,C0001418,C0012634#C0039082,C0027651","le,rectorragia,hallazgos,ciego","C1292157#C0409974,C0267596#C0018932,C0243095,C0332224#C0525065#C1278925#C0456909#C0007531","HTA,EPOC","-,-"
278,"colitis ulcerosa,le,cáncer,displasia","C0009324#C2919828,C1292157#C0409974,C1306459#C0936282#C0006826,C0334044#C1279612","le,signos","C1292157#C0409974,C0311392","afectación,actividad inflamatoria","-,C0441655 C0333348"
279,"hemorragia digestiva alta,Lesión,hemorragia,esclerosis","C0041909,C0332447#C1313971#C0221198,C0019080,C0036429",hemorragia,C0019080,,
280,"amigdalitis,esteatosis","C0040425,C0152254",ictericia,C0022346,virus B,C0019378
281,"cirrosis hepática,ascitis","C0023890,C0003962","desorientación,asterixis","C0233407,C0232766","etiología alcohólica,flapping tremor","C1314792 C0337678,-"
282,"vómitos,leucocitosis,desviación,colelitiasis,coledocolitiasis,dilatación","C0042963,C0023518#C0750426,C0185033#C0333051,C0008350#C0947622,C0009438#C0701818,C0012359","mujer,fiebre,dolor,ictericia,Postración,dolor a la palpación,leucocitosis","C0043210#C0015780#C0086418,C0015967,C0030193,C0022346,C0277794,C0234233,C0023518#C0750426","tiritona,Murphy","-,-"
283,"diabetes mellitus tipo 2,hipertensión arterial,fibrilación auricular","C0011860,C0020538,C0004238","mujer,ritmo sinusal","C0043210#C0015780#C0086418,C0232201",palpitaciones,-
284,"síncope,hipertrofia,hipertrofia asimétrica,insuficiencia mitral","C0039070#C0332521,C0020564,C1265929,C0026266","disnea,síncope,muerte,soplo sistólico,ritmo sinusal","C0013404#C0553668,C0039070#C0332521,C1306577#C0011065,C0232257,C0232201",factores de riesgo cardiovascular,- C0332285 - -
285,bloqueo,C0028778,"fumador,dolor,sudoración,ritmo sinusal","C0337664,C0030193,C0038990,C0232201",diabético,-
286,"hipertensión arterial,daño,hipersomnia","C0020538,C0010957#C0684336#C0231171,C0917799","obeso,fumador,daño,cefalea matutina,pesar,presiones","C0028754,C0337664,C0010957#C0684336#C0231171,C0581880,C1879338#C0018235,C0460139",dislipémico,-
287,"fibrilación auricular crónica,edemas,Taquiarritmia","C0694539,C0013604,C0080203","tos,fiebre,disnea de esfuerzo,ortopnea,edemas,disnea,sibilancias","C0010200,C0015967,C0231807,C0085619,C0013604,C0013404#C0553668,C0043144#C0392681","hipertenso,hiperlipidémico,diabético,EPOC,expectoración,crepitantes","-,-,-,-,C0232515#C0038056,-"
288,"obesidad,EPOC,purulenta,le,condensación,derrame pleural","C0028754#C0451819#C1563743,C0024117,C0439665,C1292157#C0409974,C0333119,C0032227","disnea,le,murmullo vesicular,sibilancias,roncus,taquicardia sinusal","C0013404#C0553668,C1292157#C0409974,C0231857,C0043144#C0392681,C0035508,C0039239","exfumador,HTA,diabetes,expectoración,tendencia al sueño,taquipneico,crepitantes","-,-,-,C0232515#C0038056,- C0037313,-,-"
289,disfagia,C0232520#C0011168,"mujer,disnea,debilidad muscular,disfagia,sensibilidad","C0043210#C0015780#C0086418,C0013404#C0553668,C0151786,C0232520#C0011168,C1264642#C0439823#C0312418","pérdida,hipofonesis,atelectasias","-,-,-"
290,placas,C0332461,"disnea,tos no productiva","C0013404#C0553668,C0850149",afectación,-
291,disminución,C0333668#C0547047,"disnea,tos seca,frémito táctil","C0013404#C0553668,C0850149,C0231891",matidez,-
292,"masa,carcinoma","C1306372#C0577559,C0007097",masa,C1306372#C0577559,adenopatías,-
293,"miosis,enoftalmos,opacidad,erosión","C0728710#C0026205,C0014306#C0423224,C1265876,C0333307","dolor,miosis,enoftalmos","C0030193,C0728710#C0026205,C0014306#C0423224",,
294,,,"Mujer,cefalea,fotofobia","C0043210#C0015780#C0086418,C0018681,C0085636","sono,náuseas","-,-"
295,le,C1292157#C0409974,"mujer,debilidad facial,le,mirada","C0043210#C0015780#C0086418,C0427055,C1292157#C0409974,C0553544",,
296,le,C1292157#C0409974,"rigidez,mujer,le,pesadillas","C0427008#C0026837,C0043210#C0015780#C0086418,C1292157#C0409974,C0028084",marcha lenta,C0016928#C0080331 C0439834
297,"ataxia cerebelosa,lesión","C0007758,C0332447#C1313971#C0221198",niño de,C0680063,hipertensión,-
298,gastritis atrófica,C0017154,"parestesias,fallos,sensibilidad,dismetría,exaltados,paresia","C0030554,C0231174,C1264642#C0439823#C0312418,C0234162,C0554982,C0151786","ex-alcohólico,dificultad,episodios confusionales,bradipsiquia,Babinski","-,C1299586#C0332218,C0332189,-,-"
299,síndrome,C0012634#C0039082,"varón,paresia,ataxia","C0086582,C0151786,C0004134",síndrome confusional,C0012634#C0039082 -
300,"catarro,dolor lumbar,disminución","C1384493#C0333273,C0024031,C0333668#C0547047",catarro,C1384493#C0333273,"sensación de acorchamiento,pérdida","C0036658#C1455667 C0332285 -,-"
301,"hipertensión arterial,prostatismo,síncope","C0020538,C0242453,C0039070#C0332521","síncope,dolor opresivo","C0039070#C0332521,C0458259#C0423604",diabetes,-
302,esplenomegalia,C0038002,"malestar general,cefalea,cansancio","C0234215#C0231218,C0018681,C0015672#C0475255","tinte ictérico,anisopoiquilocitosis","C0013343#C0038128 -,-"
303,síndrome,C0012634#C0039082,"Mujer,parestesias,Morfología","C0043210#C0015780#C0086418,C0030554,C0700329#C0332437","infertilidad,síndrome Constitucional,esquistocitos","-,C0012634#C0039082,C0221282"
304,"cataratas,le","C0086543#C1510497#C0563002,C1292157#C0409974","ritmo sinusal,le","C0232201,C1292157#C0409974",,
305,"anemia ferropénica,hemorragia,epistaxis","C0162316#C0008272,C0019080,C0014591","Mujer,hemorragia","C0043210#C0015780#C0086418,C0019080",,
306,,,,,,
307,"embolia pulmonar,traumatismos,fenómeno de Raynaud,enfermedad tromboembólica,le","C0034065,C3263723,C0034735#C1282916,C0040038,C1292157#C0409974","mujer,fenómeno de Raynaud,gestación,le","C0043210#C0015780#C0086418,C0034735#C1282916,C0549206#C0032961#C0549169,C1292157#C0409974",,
308,"diabetes mellitus,anemia,eritema","C0011849,C0002871#C0221395#C1510654,C0041834","pérdida de peso,eritema","C0043096#C1285591,C0041834",,
309,"diabetes mellitus tipo 2,trombosis venosa profunda,hipertensión arterial,depresión","C0011860,C0149871,C0020538,C0011581#C1269683#C0025193#C0344315","mujer,depresión,ansiedad,pesa","C0043210#C0015780#C0086418,C0011581#C1269683#C0025193#C0344315,C0003467,C1879338#C0018235",diabetes,-
310,"hipogonadismo,craneofaringioma","C0020619,C0010276",,,origen hipotalámico,C0439659 -
311,"fractura craneal,poliuria","C0037304,C0032617","poliuria,polidipsia","C0032617,C1994994#C0085602","sed,aumento","C0039971,C0442805"
312,,,"Mujer,astenia,anorexia,Amenorrea","C0043210#C0015780#C0086418,C0004093#C3714552,C1971624,C0002453",,
313,"edemas,sedimento","C0013604,C0333562","edemas,proteinuria","C0013604,C0033687",,
314,"tuberculosis pulmonar,exantema,dolor lumbar,eosinofilia,deterioro,hematuria","C0041327,C0015230,C0024031,C0014457#C2240374#C0333929#C0311368,C1265875#C0684336#C0231171,C0018965","Mujer,fiebre,artralgia,oliguria,eosinofilia,deterioro,hematuria,proteinuria","C0043210#C0015780#C0086418,C0015967,C0003862,C0028961,C0014457#C2240374#C0333929#C0311368,C1265875#C0684336#C0231171,C0018965,C0033687","adenopatías,leucocituria,eosinofiluria","-,-,-"
315,"edemas,hipoproteinemia,hipoalbuminemia,aftas orales,artritis,glomerulonefritis","C0013604,C0020639,C0239981,C0038363#C0585635,C0003864,C0017658","edemas,proteinuria en rango nefrótico,artritis,rash malar,fotosensibilidad","C0013604,C0445118,C0003864,C0277942,C0349506","ANA,hipocomplementemia","-,-"
316,"náuseas y vómitos,lesiones","C0027498,C0332447#C1313971#C0221198",,,,
317,,,"nicturia,volumen","C0028734,C0449468#C0178733","chorro miccional,sensación de vaciado incompleto,nodulos","C0232851,C0036658#C1455667 C0332285 - C0728938#C0205257#C0728939,-"
318,sedimento,C0333562,"Mujer,cólico,dolor,cólicas,fiebre","C0043210#C0015780#C0086418,C0423605#C0232488#C3665357,C0030193,C0423605#C0232488#C3665357,C0015967",,
319,cáncer,C1306459#C0936282#C0006826,,,,
320,"artritis reumatoide,fibrilación auricular,bloqueo de rama,dilatación","C0003873,C0004238,C0006384,C0012359","insuficiencia,engrosamiento,proteinuria","C0231179,C0205400,C0033687",AR,-
321,"inflamación,traumatismo,artritis","C0021368#C0302158,C3263723,C0003864","varón,artritis,escalofríos,diarreas","C0086582,C0003864,C0234192#C0085593#C0424790,C0011991",,
322,esclerodermia,C0036421#C0011644,"mujer,problema ocular,cefalea,deterioro de la función renal,crisis","C0043210#C0015780#C0086418,C0262477,C0018681,C1278220,C0231224",,
323,"lesiones,granulomas","C0332447#C1313971#C0221198,C0018188","mujer,síntomas","C0043210#C0015780#C0086418,C1457887","elevación,adenopatías","C0439775,-"
324,Síndrome de Down,C0013080,,,nucalgias,-
325,"derrame articular,hemartrosis,gotitas","C1253936#C0311222,C0018924,C0018099#C1321095","hiperextensión,dolor agudo,líquido","C0231451,C0184567,C0444611#C1304698#C1697794#C0302908#C1704353","chasquido,sensación de inestabilidad","C0439820,C0036658#C1455667 C0332285 C1444783#C0231444"
