year,question_id_specific,question_id_general,question_id_final,canceled,full_question,full_answer,full_answer_references,type,difficulty,difficulty_percentage,associated_image,option_1,option_2,option_3,option_4,option_5,correct_answer,Zalantzazkoa,Ez da guztiz egokia
2012,49,,,,"Hombre de 75 años, hipertenso y dislipémico con antecedentes de insuficiencia cardiaca por disfunción sistólica del ventrículo izquierdo (FE < 30%). Acude a nuestra consulta por empeoramiento de su disnea habitual en las últimas semanas. Su tensión arterial sistólica es de 160/95 mmHg con frecuencia cardiaca de 65 lpm. En la exploración física no se auscultan crepitantes y su presión venosa yugular es normal. Aporta una determinación de creatinina que es de 3.7 mg/dL con iones dentro de la normalidad. ¿Cuál de los siguientes fármacos es el más adecuado para mejorar el pronóstico de su insuficiencia cardiaca?","Ante un paciente con múltiples FRCV con insuficiencia cardiaca y renal concomitante (presumiblemente de etiología múltiple: hipoperfusión renal, arteriosclerosis…), debemos ser muy cuidadosos a la hora de emplear diuréticos e IECA/ARA-II, pues podemos empeorar la función renal y/o elevar las cifras de potasio (dentro de los diuréticos, la espironolactona y la eplerenona son “ahorradores de potasio”). Por tanto, en este caso utilizaremos el bisoprolol.",,CARDIOLOGÍA Y CIRUGÍA VASCULAR,,,,Enalapril.,Losartán.,Espironolactona.,Bisoprolol.,Eplerenona.,4,,
2012,51,,,,"Un hombre de 26 años sin antecedentes de interés, asintomático, presenta en una revisión un soplo mesosistólico en foco aórtico y borde paraesternal izquierdo que aumenta con la maniobra de Valsalva. La TA y los pulsos periféricos son normales y el ECG muestra signos de marcado crecimiento ventricular izquierdo y ondas T negativas muy profundas en V3, V4, V5 y V6. ¿Cuál es el diagnóstico más probable?","Un paciente varón, joven, con un soplo sistólico aórtico que aumenta con la maniobra de Valsalva y signos de crecimiento ventricular izquierdo supone prácticamente un “retrato” de los hallazgos típicos que podemos encontrar en la miocardiopatía hipertrófica. Pregunta muy fácil.",,CARDIOLOGÍA Y CIRUGÍA VASCULAR,,,,Soplo funcional.,Estenosis aórtica.,Insuficiencia aórtica.,Miocardiopatía hipertrófica.,Comunicación interventricular.,4,,
2012,54,,,,Un paciente de 81 años consulta por un episodio de síncope. Refiere disnea de esfuerzo desde hace un año. En la auscultación cardiaca destaca un soplo sistólico 3/6 en borde esternal izquierdo que irradia a carótidas y punta. ¿Qué patología le parece más probable?,"Pregunta muy fácil. Nos están describiendo el “retrato” de una estenosis aórtica degenerativa… Paciente anciano con clínica de disnea y síncope, y soplo sistólico irradiado a carótidas y punta, todo ello típico de esta enfermedad.",,CARDIOLOGÍA Y CIRUGÍA VASCULAR,,,,Bloqueo aurículo-ventricular de tercer grado.,Estenosis valvular aórtica degenerativa.,Insuficiencia valvular mitral.,Miocardiopatía hipertrófica.,Miocardiopatía dilatada.,2,,
2012,56,,,,"Una mujer de 78 años con antecedentes de hipertensión arterial en tratamiento con amlodipino ingresó hace 3 meses por debut de insuficiencia cardiaca y fibrilación auricular. Acude a su consulta para revisión cardiológica. El informe de alta muestra el resultado del ecocardiograma que evidencia disfunción ventricular izquierda moderada y el tratamiento al alta: se suspendió el amlodipino y se inició furosemida y enalapril. La paciente refiere encontrarse mejor, sin cansancio y con menos edema de piernas, pero todavía no está bien del todo. A la exploración física comprueba que no existen signos de insuficiencia cardiaca pero llama la atención unas cifras de presión arterial y frecuencia cardiaca de 150/90 mmHg y 120 lpm, respectivamente. El ECG muestra una fibrilación auricular a 110-120 lpm. ¿Qué tratamiento tiene más probabilidades de mejorar los síntomas y reducir la mortalidad por eventos cardiovasculares?","Típica pregunta muy larga y farragosa pero que en realidad no es demasiado complicada… La paciente está en insuficiencia cardiaca con disfunción ventricular moderada y además presenta fibrilación auricular; tiene criterios de anticoagulación, y entre las dos opciones que incluyen el acenocumarol nos inclinamos por la 4, puesto que incluye el carvedilol, un fármaco que ha demostrado aumentar la supervivencia en la insuficiencia cardiaca. El verapamilo (y los calcioantagonistas en general) están contraindicados en la insuficiencia cardiaca sistólica: no aumentan la supervivencia (incluso aumentan la morbimortalidad) y concretamente los no dihidropiridínicos (verapamilo y diltiazem) no se deben asociar a betabloqueantes por el riesgo aumentado de bloqueo del sistema de conducción.",,CARDIOLOGÍA Y CIRUGÍA VASCULAR,,,,Digoxina y ácido acetilsalicílico.,Atenolol y ácido acetilsalicílico.,Verapamilo y acenocumarol.,Carvedilol y acenocumarol.,Carvedilol y clopidogrel.,4,,
2012,57,,,,"Hombre de 64 años que consulta por dolor en la pantorrilla derecha cuando sube cuestas y escaleras y cuando anda en llano durante un tiempo prolongado. Refiere que el dolor se hace tan intenso con el esfuerzo que le obliga a pararse, lo que hace que el dolor mejore en cuestión de minutos. Como antecedentes personales, destaca que el paciente es fumador de 20 cigarrillos al día, diabético en tratamiento con metformina e hipertenso. A la exploración, se objetiva una buena perfusión periférica del pie derecho, pero presenta un pulso pedio disminuido. ¿Qué prueba complementaria, entre las siguientes, debe solicitar inicialmente para el diagnóstico y valoración de la gravedad de la enfermedad de este paciente?","Aunque el diagnóstico de las arteriopatías periféricas es fundamentalmente clínico (en este paciente el cuadro es muy típico), podemos valorar de forma objetiva la gravedad de la enfermedad con el uso de técnicas incruentas. La más importante es el índice tobillo-brazo. Por tanto, respuesta 2 correcta. Las técnicas de imagen (arteriografía, angioTC o angioRM) se utilizan cuando se considera la reparación quirúrgica de la oclusión arterial.",,CARDIOLOGÍA Y CIRUGÍA VASCULAR,,,,Arteriografía de extremidades inferiores.,Índice tobillo-brazo.,Tomografía axial computerizada con reconstrucción vascular de extremidades inferiores.,Prueba de esfuerzo en cinta.,Resonancia magnética.,2,,
2012,32,,,,"Una mujer de 35 años es diagnosticada de cáncer de colon localizado en ángulo hepático. Presenta antecedentes familiares de cáncer de colon en madre, una tía a la edad de 45 años y un abuelo. La intervención quirúrgica más aceptada es:",El enunciado con los antecedentes familiares indica que se trata de una caso de cáncer colorrectal hereditario no polipósico (Síndrome de Lynch). Los datos de edad y localización derecha nos enfocan a la respuesta 4 colectomía total con anastomosis ileorrectal. Si se realiza una cirugía convencional tipo hemicolectomía derecha las posibilidades de recidiva son superiores al 30%. La extirpación del recto no es necesaria profilácticamente.,,CIRUGÍA GENERAL,,,,Hemicolectomía derecha.,Hemicolectomía derecha ampliada.,Colectomía subtotal.,Colectomía total con anatomosis ileorrectal.,Colectomía total con anatomosis ileoanal.,4,,
2012,35,,,,Mujer de 26 años que presenta incontinencia fecal después de un parto prolongado e instrumental. Se practica ecografía endoanal apreciándose una sección del esfínter anal externo de 30º de amplitud. El estudio electrofisiológico demuestra una inervación normal. ¿Cuál es el tratamiento más indicado?,"La respuesta es la 3 esfinteroplastia quirúrgica. La 1 no es eficaz , la 2 tampoco para una lesión orgánica con electromiografía normal, la 4 no es necesaria ya que la lesión es sólo del esfínter externo, la 5 no está indicada en una lesión que se puede reparar con cirugía con buenos resultados.",,CIRUGÍA GENERAL,,,,Tratamiento médico con normas higiénicodietéticas.,Biofeedback esfinteriano.,Esfinteroplastia quirúrgica.,Reparación quirúrgica del suelo pélvico.,Esfínter anal artificial.,3,,
2012,235,,,,Paciente de 60 años diagnosticada de neoplasia de mama hace 10 años. Realizó tratamiento con radioquimioterapia y posteriormente hormonal durante 5 años. Un estudio con gammagrafía ósea realizado por dolores óseos politópicos demostró la presencia de metástasis óseas. Actualmente está en y tratamiento con opioides menores y AINEs con buen control del dolor. Acude a consulta por cefalea que no cede con la actual analgesia realizando una TC cerebral que muestra imágenes compatibles con metástasis cerebrales. En relación al tratamiento del dolor indique la CORRECTA:,Las metástasis cerebrales producen dolor por un cuadro de hipertensión craneal. El tratamiento de elección son los corticoides. De elección la dexametasona en dosis oral de 4 a 16 mg/día.,Medicina Interna de Farreras-Rozman. 16ª edición (la última en la actualidad). Tomo 2. Sección 12 Neurología. Capítulo 176 Tumores intracraneales. Complicaciones neurológicas del cáncer. Página 1465.,CUIDADOS PALIATIVOS,,,,Se debe cambiar a opioides mayores.,Se deben administrar las dosis extras de opioides que sean necesarias.,Se deben añadir corticoides.,Se debe cambiar a un opioide mayor y mantener los AINEs.,Se debe ingresar al paciente para tratamiento endovenoso con opioide mayor.,3,,
2012,170,,,,Enfermo de 60 años que refiere hace 10 días la aparición de lesiones ampollosas en dorso de manos después de exposición solar. El cuadro se acompaña de fragilidad cutánea. Histopatológicamente existe una ampolla subepidérmica con depósitos PAS+ en y alrededor de los vasos dérmicos superficiales. El diagnóstico más verosímil es:,"El hecho de ser un cuadro fotoinducido, la histología y por la edad hacen más probable el diagnóstico de PCT (3). El resto no cuadran con el cuadro clínico ni con la histología.",,"DERMATOLOGÍA, VENEREOLOGÍA Y CIRUGÍA PLÁSTICA",,,,Pénfigo benigno familiar.,Penfigoide.,Porfiria cutánea tarda.,Pénfigo vulgar.,Síndrome de la piel escaldada.,3,,
2012,171,,,,"Paciente que presenta desde hace 2 semanas una erupción pruriginosa constituida por múltiples pápulas eritemato-violáceas poligonales, de superficie aplanada, localizadas preferentemente en la cara anterior de muñecas, zona pretibial y área lumbar. Además presenta lesiones reticuladas blanquecinas en mucosa yugal, ¿Cuál es el diagnóstico más probable?",Nos están describiendo sin lugar a dudas las típicas lesiones (tanto en piel como en mucosa oral) de un liquen plano (5).,,"DERMATOLOGÍA, VENEREOLOGÍA Y CIRUGÍA PLÁSTICA",,,,Pitiriasis versicolor.,Micosis fungoides.,Psoriasis en gotas.,Pitiriasis rosada de Gibert.,Liquen plano.,5,,
2012,84,,,,Un paciente diabético de 60 años consulta por primera vez respecto al tratamiento de su enfermedad. ¿Qué objetivo a alcanzar de los siguientes le recomendaría en primer lugar?,El resto no son indicaciones. El objetivo de TA es < 130/85 mmHg.,,ENDOCRINOLOGÍA,,,,Mantener la tensión arterial por debajo de 110/70 mmHg.,Abandono del hábito tabáquico.,Mantener un índice de masa corporal (IMC) menor de 21.,Realizarse glucemia capilar basal a diario.,Evitar grasas animales en la dieta.,2,,
2012,85,,,,"Hombre de 24 años que refiere astenia progresiva desde al menos 6 meses, voz ronca, lentitud del habla, somnolencia e hinchazón de manos, pies y cara. Exploración: pulso a 52 latidos por minutos, cara abotargada y piel seca y pálida. Analítica: Ligera anemia, colesterol 385 mg/dL (normal <220), creatinina 1,3 mg/dL (normal: 0,5-1,1), proteinuria negativa, TSH 187μUI/mL (normal 0,35-5,5) y T4 Libre 0,2 ng/dL (normal 0,85-1,86). ¿Qué estrategia le parece más adecuada?",Se trata de un hipotiroidismo primario severo. El tratamiento se realiza con tiroxina. Si no hay nódulo no está indicado ni eco ni PAAF.,,ENDOCRINOLOGÍA,,,,Realizar una ecografía tiroidea antes de iniciar el tratamiento.,Determinar la T3 libre y realizar una resonancia magnética hipofisaria.,Tratar con L-Triyodotironina y una estatina.,Tratar con L-Tiroxina y determinar anticuerpos antitiroideos.,"Realizar una citología tiroidea, previa al tratamiento.",4,,EXP5-ekin zalantza
2012,86,,,,"Una mujer de 55 años consulta por fatiga y poliuria de dos años de evolución. Los análisis revelan hipercalcemia, aumento de la PTH e incremento de los marcadores de recambio óseo. El estudio radiográfico muestra resorción subperióstica y osteoporosis. La gammagrafía con sestamibi pone de manifiesto un adenoma paratiroideo. Se efectúa paratiroidectomía con cirugía mínimamente invasiva. En el postoperatorio la enferma desarrolla hipocalcemia intensa y tetania, siendo la PTH inferior a 5 ng/l. La enferma responde bien al tratamiento inicial con calcio intravenoso y posteriormente con calcio y vitamina D orales ¿Cuál es el diagnóstico más probable?","Pregunta de dificultad muy alta, yo no me preocuparía por haberla fallado. Es fácil confundirse con la respuesta de hipoparatiroidismo. Es raro un hipoparatiroidismo postquirúrgico permanente tras una paratiroidectomia de un adenoma con cirugía mínimamente invasiva. Recordad además que para que sea permanente debe durar permanencer 6 meses tras la intervención.Os escribo un breve resumen del síndrome de hueso ambriento que he encontrado en un caso clínico de los anales de medicina interna [1]: ""La fisiopatología del síndrome del hueso hambriento (SHH) está relacionada con un disbalance entre la formación y resorción ósea, que se asocia a hipocalcemia, hipofosfatemia e hipomagnesemia (1). Este síndrome se puede observar tras la cirugía de pacientes con hiperparatiroidismo (HPT) primario, así como en el HPT terciario de la insuficiencia renal crónica, y en menor medida tras tratamiento de procesos que cursan con exceso de hormonas tiroideas circulantes (2). En el HPT, existe un exceso de hormona paratiroidea (PTH) que estimula la actividad osteoclástica causando desmineralización de la matriz ósea y liberando calcio al torrente sanguíneo. Tras paratiroidectomia, los niveles séricos de PTH caen dramáticamente, por ello, la resorción ósea inducida por la PTH cesa, mientras que la actividad osteoblástica continúa dando como resultado un incremento en la captación ósea de calcio, fosfato y magnesio, apareciendo así el SHH (3).""","[1] ANALES DE MEDICINA INTERNA. AN. MED. INTERNA (Madrid) Vol. 23, N.º 7, pp. 326-328, 2006.",ENDOCRINOLOGÍA,,,,Hipoparatiroidismo quirúrgico permanente.,Transfusión de sangre citratada.,Insuficiencia de vitamina D.,Síndrome del hueso hambriento.,Osteomalacia.,4,,
2012,89,,,,"Paciente de 55 años de edad diagnósticado de HTA hace 2 meses en revisiónn de empresa. Analítica: glucosa 129 mg/dl, colesterol 202 mg/dl, LDLc 160 mg/dl, HDLc 38 mg/dl, triglicéridos 171 mg/dl, creatinina 1.1 mg/dl. Consulta por mal control de la tensión arterial, edemas maleolares y disnea que ocasionalmente es nocturna. Exploración física: IMC 38 kg/m2, perímetro abdominal 110 cm, TA 157/93, FC 70 lpm, FR 14 rpm. Soplo sistólico con refuerzo del segundo ruido. Pulsos periféricos con discreta asimetría en pedio y tibial posterior derechos que son más débiles respecto a extremidad izquierda. Rx de tórax y ECG sin alteraciones ¿Cúal de las siguientes pruebas complementarias es la menos necesaria para la detección de lesiones en órganos diana?",La HbA1c nos serviría en este paciente para el diagnóstico de diabetes pero no para la afectación sobre órgano diana de la HTA.,,ENDOCRINOLOGÍA,,,,Ecocardiograma transtorácico.,Realización de fondo de ojo.,Determinación de microalbuminuria.,Índice tobillo-brazo.,Determinación de hemoglobina glicosilada.,5,,
2012,91,,,,"Hombre de 34 años remitido a la consulta por presentar cifas de colesterol LDL superiores a 250 mg/dl, de forma persistente. El paciente se encuentra asintomático pero en la exploración de aprecia la presencia de manchas induradas blanquecinas en codos, rodillas y párpados. Su TA es de 135/85 mmHg. Su padre murió de infarto de miocardio a la edad de 48 años. En la analítica, realizada en ayunas, destaca un colesterol total de 346 mg/dl, un LDL colesterol de 278 mg/dl, un HDL colesterol de 42 mg/dl, unos triglicéridos de 130 mg/dl y una glucosa de 93 mg/dl. Respecto a la enfermedad que padece este paciente, una de las siguientes afirmaciones es FALSA. Señale cuál:",Se trata de una hipercolesterolemia familiar heterocigótica. Hay que saber reconocer la enfermedad y conocer los criterios. Me parece dificultad alta.,,ENDOCRINOLOGÍA,,,,"Se trata de una enfermedad hereditaria autosómica codominante, con una alta penetrancia, por lo que es frecuente que alguno de los progenitores y hermanos del individuo la padezcan también.",El trastorno genético afecta al gen que codifica el receptor del LDL colesterol y se han descrito más de 900 mutaciones.,"El trastorno genético afecta también a la síntesis de los triglicéridos, provocando en las fases avanzadas de la enfermedad, un incremento de los mismos, que suele ser superior a los 500 mg/dl.","Los varones no tratados tienen una probabilidad cercana al 50% de sufrir un evento coronario antes de los 60 años de edad, y las mujeres con la enfermedad presentan una prevalencia de cardiopatía isquémica superior a la de la población general femenina.","Las estatinas son eficaces en el tratamiento de la forma heterocigota de la enfermedad, pero a menudo necesitan combinarse con inhibidores de la absorción de colesterol para alcanzar los objetivos terapéuticos y el control de la enfermedad.",3,,
2012,233,,,,En una paciente de 35 años con un síndrome depresivo en tratamiento con inhibidores de la recaptación de la serotonina está contraindicado el empleo de los siguientes antimicrobianos:,"Se han comunicado notificaciones espontáneas de síndrome serotoninérgico asociadas a la administración concomitante de linezolid y agentes serotoninérgicos, incluidos antidepresivos como los inhibidores selectivos de la recaptación de serotonina (ISRSs).",,FARMACOLOGÍA,,,,Doxiciclina.,Amoxicilina-Clavulánico.,Daptomicina.,Linezolid.,Vancomicina.,4,,
2012,135,,,,"Niño de 2 años. En sus antecedentes personales destacan: 3 episodios de otitis media aguda, 1 meningitis meningocócica y 2 neumonías (una de lóbulo medio y otra de lóbulo superior izquierdo). Ha ingresado en 3 ocasiones por púrpura trombopénica (en tres ocasiones los anticuerpos antiplaquetas fueron negativos y en la médula óseas se observaban megacariocitos normales). Varios varones de la familia materna habían fallecido en la infancia por procesos infecciosos. En la exploración física presenta lesiones típicas de dermatitis atópica. En el estudio inmunológico destaca una leve disminución de subpoblaciones de linfocitos T; elevación de IgA e IgE; disminución de IgM y IgG en el límite inferior de la normalidad. ¿Cuál es el diagnóstico más probable?","Para contestar correctamente a esta pregunta hay que resaltar que de entre la sintomatología que se expone se encuentran: • Niño de 2 años. • Infecciones ORL. • Infecciones Pulmonares. • Ingresos Hospitalarios. • PTI. • Historia Familiar de infecciones con muertes por infecciones en Varones (familia materna). • Dermatitis Atópica. Todos estos datos, en conjunto, además de los analíticos, están describiendo una inmunodeficiencia que por la historia familiar-materna, parece ligada al X, al ser varios los varones fallecidos por una clínica similar (el padre del paciente aportó el cromosoma Y, la madre el X). Dentro de las inmunodeficiencias ligadas al X se encuentra el Síndrome de Wiskott-Aldrich, una entidad que se describe con una tríada inicial de síntomas consistentes en sangrado (típicos AUNQUE ausentes en el caso: sangrado abundante tras la realización de circuncisión, diarrea sanguinolienta), infecciones de repetición y eczema. Además de la trombocitopenia presentan un riesgo incrementado para padecer fenómenos autoinmunes y neoplasias linfoides. A la opción de Hiper-IgE le faltan datos clínicos muy característicos como las alteraciones óseas y las lesiones cutáneas, que no son de dermatitis atópica, ya que siguen un patrón diferente (erupción pápulopustular en la cara y el cuero cabelludo. A la opción de Hipogammaglobulinemia transitoria de la infancia y las inmunodeficiencias combinada severa y variable común les falla, entre otras características, la determinación de inmunoglobulinas G y M, que están en el límite inferior, pero dentro de la normalidad.",,GENÉTICA E INMUNOLOGÍA,,,,Síndrome de Wiskott-Aldrich.,Síndrome de hiper IgE.,Hipogammaglobulinemia transitoria de la infancia.,Inmunodeficiencia combinada severa ligada al X.,Inmunodeficiencia variable común.,4,,
2012,206,,,,"Una niña de 8 años (caso índice) está diagnosticada clínicamente como afecta de neurofibromatosis tipo 1 (NF1) o enfermedad de Von Recklinghausen con múltiples neurofibromas, manchas café con leche y nódulos de Lisch. Su padre (no diagnosticado de NF1) falleció por accidente de circulación a los 38 años. La madre presenta a la exploración dos manchas café con leche y acude a la consulta de consejo genético con su nueva pareja donde se plantea un diagnóstico genético pre implantación (DGP). ¿Está indicado en este caso un DGP?","Lo primero es detectar la mutación y una vez detectada, si la madre es portadora, proseguir con el DGP.",,GENÉTICA E INMUNOLOGÍA,,,,"Sí, al tener la madre 2 manchas café con leche es portadora y el DGP está indicado con estos datos.",Está indicado tras detectar la mutación causante en el caso índice y eventualmente en su madre.,"No está indicado pues la NF1 responde a mutaciones en el gen de la neurofibromin (17q11.2), con herencia recesiva.","No, dos manchas café con leche no son diagnósticas y su nueva pareja es muy improbable que sea portador (la NF1 es una enfermedad poco frecuente).","Está indicado con estos datos un DGP consistente en seleccionar embriones in vitro, para implantar en el útero materno aquellos sin la mutación.",2,,
2012,219,,,,"Un hombre presenta una deleción parcial en el gen de la distrofina (cromosoma Xp21) que le ocasiona la semiología propia de la distrofia muscular de Becker. Acude a la consulta de genética con su esposa, para valorar los riesgos de transmisión de la enfermedad. ¿Qué información correcta será proporcionada en el transcurso del consejo genético?","Es el hombre quien presenta la enfermedad, que nos dicen que está ligada al cromosoma X, por lo que sólo quedan dos opciones: 2 y 3. La 2 no es porque los varones recibirán el cromosoma Y del padre y el X de la madre, que está sana, por lo que las hijas podrán portar la enfermedad (Opción correcta la 3).",,GENÉTICA E INMUNOLOGÍA,,,,"Según la herencia autosómica dominante, al mitad de sus hijos heredarán la enfermedad y sin distinción de sexos.","Sus hijas no heredarán la enfermedad, pero todos sus futuros hijos varones serán portadores y pueden transmitir la mutación al 50%.","Sus hijos varones no heredarán la enfermedad, pero todas sus futuras hijas serán portadoras y pueden transmitir la mutación al 50%.","No hay riesgo: la herencia de la enfermedad es del tipo mitocondrial, nunca transmitida por los varones.","Según la herencia autosómica recesiva, un 25% de sus hijos manifestarán la enfermedad en la infancia, sin distinción de sexos.",3,,
2012,149,,,,Una mujer de 32 años asintomática consulta para una revisión en salud ginecológica porque desea quedarse embarazada. En dicha revisión se le detecta un mioma uterino de 4cm en parte intramural y en parte subseroso situado en la cara anterior del útero y que no deforma la cavidad endometrial. ¿Qué actitud recomendaría?,La respuesta correcta es la 5. Un mioma asintomático de este tamaño que no deforma la cavidad endometrial no molesta de cara a un embarazo.,,GINECOLOGÍA Y OBSTETRICIA,,,,Miomectomía por vía laparoscópica.,Miomectomía por vía laparotómica.,Embolización del mioma por cateterismo arterial.,Tratamiento con análogos de Gn-Rh durante tres meses antes de intentar el embarazo.,Intentar el embarazo sin ningún tratamiento previo.,5,,
2012,152,,,,"Paciente de 76 años, paridad 3-0-3-1, con menopausia a los 52 años. Relata que desde hace almenos 4-5 años presenta prurito vulvar de intensidad variable que ha sido tratado algunes veces con automedicación y otras por indicación de su medico generalista con Preparados tópicos (cremas y lavados). El prurito ha evolucionado así con intermitencias pero desde hace 3-4 meses nota además una pequeña tumoración en el labio mayor iquierdo de la vulva y de la que se producen pérdidas serohemáticas al roce desde hace algunos días; por ello consulta al ginecólogo. Al interrogatorio refiere disúria ocasional y el estado general es bueno. ¿Cuál es el diagnóstico más probable en esta paciente?","La respuesta correcta es la 5. El carcinoma vulvar se caracteriza por prurito vulvar crónico resistente a múltiples tratamientos, aparición de tumoración o ulceración, disuria y tenesmo vesical, y tardíamente dolor y hemorragia.",,GINECOLOGÍA Y OBSTETRICIA,,,,Herpes genital.,Enfermedad de Paget de la vulva.,Carúncula uretral.,Granuloma crónico de la vulva.,Carcinoma vulvar escamoso.,5,,
2012,153,,,,"Ante una mujer de 59 años que consulta por secreción hemática por el pezón derecho (unilateral), espontánea y uniorificial sin nodularidad palpable. ¿Cuál es el diagnostico más probable?","La respuesta correcta es la 2. Ante una telorrea hemática unilateral y uniorificial, la causa más frecuente es el papiloma intraductal (50%), seguida de la ectasia ductal y del carcinoma. Cuando se asocia a masa palpable, el 60% corresponden a un carcinoma. La enfermedad de Paget es de tipo eccematoso. En hiperprolactinemia la telorrea es bilateral y pluriorificial. La mamografía a menudo no muestra los papilomas, siendo más útiles la ecografia y la galactografía.",http://conganat.cs.urjc.es/index.php/conganat/article/viewFile/35/353,GINECOLOGÍA Y OBSTETRICIA,,,,Dado el carácter hemático de la secreción el diagnóstico más probable es el de carcinoma ductal infiltrante.,Papiloma intraductal.,Enfermedad de Paget del pezón.,Hiperprolactinemia tumoral.,La mamografía nos indicará el diagnóstico.,2,,
2012,154,,,,"Paciente de 67 años con antecedente de menopausia a los 55 años, 3 gestaciones con 3 partos eutócicos, diabetis tipo 2 de 6 años de evolución, tratamiento con nifedipono por HTA. Consulta por cuadro de metrorràgia escassa intermitente de 2 meses de evolución. En la exploración ginecológica se aprecian unos genitales externos sin lesiones, un cérvix de aspecto atrófico, un útero y anejos normales a la palpación y un estudio citológico de cérvix normal. En el estudio ecográfico transvaginal se aprecia un endometrio hiperecogénico de 7mm. ¿Cuál de las siguientes pruebas es la más indicada y con mayor sensibilidad para establecer un diagnostico?","La respuesta correcta es la 3. El estudio que nos aporta mayor información sobre la patología endometrial es la histeroscopia, que nos permite realizar una biopsia dirigida de endometrio. La citologia endometrial se realiza a ciegas y tiene gran cantidad de falsos negativos. La resonancia nos ayudará a estadiar un cáncer de endometrio.",,GINECOLOGÍA Y OBSTETRICIA,,,,Conización de cèrvix.,Citología endometrial.,Histeroscopia y biopsia de endometrio.,Resonancia nuclear magnética de pelvis.,Exploración bajo anestesia de aparato genital y biòpsia de cérvix y endometrio.,3,,
2012,93,,,,"Mujer de 35 años sana que consulta por astenia. En el hemograma presenta anemia microcítica e hipocroma (hemoglobina de 7 gr/dl, volumen corpuscular medio de 68 fl, hemoglobina corpuscular media de 24 pg) con una amplitud de distribucion eritrocitaria elevada (ADE 20%), reticulocitos disminuidos (0.3%, 30000/l absolutos), contenido de hemoglobina disminuido en los reticulocitos (17 pg) y discreta trombocitosis (500000 plaquetas). Con los datos del hemograma, ¿cuál sería su sospecha diagnóstica aún sin tener la bioquímica del paciente?","Con los datos que nos dan, lo primero que nos viene a la cabeza es que se trata de una anemia arregenerativa, ya que la médula ósea no ha respondido con una exaltación de la eritropoyesis; de ese modo eliminamos ya las opciones que nos hablan de anemia regenerativa. Lo siguiente que nos orienta hacia la causa es que es microcítica e hipocroma, lo cual es característico de la anemia por déficit de hierro, ya que el déficit de fólico da lugar a una anemia megaloblástica y la hemorragia activa no da microcitosis ni hipocromía, sino normocitosis y normocromía. Ya casi-casi nos inclinamos por la respuesta 5, anemia central arregenerativa por déficit de hierro…pero queda ahí la respuesta 1, «rasgo talasémico», que nos incomoda y hace dudar si no estaremos yendo a lo aparentemente fácil…hasta que recordamos que en la talasemia la ADE es normal. Definitivamente, esta chica en edad fértil tiene una anemia por déficit de hierro, algo bastante común. Quien tenga dudas puede consultar «Hematología. Manual básico razonado» de Jesús San Miguel.",«Hematología. Manual básico razonado» de Jesús San Miguel.,HEMATOLOGÍA,,,,Rasgo talasémico.,"Anemia central, arregenerativa, por déficit de ácido fólico.","Anemia periférica, regenerativa, hemolítica.","Anemia periférica, regenerativa, por hemorragia activa aguda.","Anemia central, arregenerativa, por déficit de hierro.",5,,
2012,96,,,,"Una mujer de 43 años consulta a su médico de Atención Primaria por cansancio, gingivorragia y petequias. Se realiza analítica en la que destaca: anemia de 8 gr/dl, trombopenia de 4000/microlitro y leucopenia de 1200/microlitro con neutropenia absoluta. En estudio de coagulación se observa alargamiento del APTT (43″), actividad de la protrombina disminuida (55%), hipofibrinogenemia (98 mg/dl) y presencia de concentración elevada de D-Dimero y monómeros de fibrina. Se remite para estudio hematológico urgente, realizándose un aspirado de médula ósea en el que se observa infiltración masiva por elementos inmaduros de núcleo hendido y bastones de Auer en el citoplasma. ¿Cuál es el diagnóstico más probable en este paciente?","Tras leer el enunciado tan largo, quedarse sin aire, repasarlo y agobiarnos, llega el momento de echarle cara y agarrarnos a algo que sea muy característico. Una mujer con pancitopenia. Una médula ósea que muestra infiltración masiva por elementos inmaduros que están proliferando sin parar…¿con bastones de Auer? Leucemia aguda promielocítica. Esos bastones son la fusión de gránulos primarios de los mielocitos en desarrollo. Lo dicen Robin&Cotran en la página 696 de su libro «Patología general» [1]. También lo dicen Carr y Rodak en su libro «Atlas de hematología clínica» en la página 157 [2].","[1] «Patología general» de Robin & Cotran, página 696. ; [2] «Atlas de hematología clínica» de Carr & Rodak, página 157.",HEMATOLOGÍA,,,,Leucemia mieloide crónica.,Leucemia aguda promielocítica.,Leucemia aguda monoblástica.,Leucemia linfoide crónica.,Leucemia linfoide aguda.,2,,
