kasuZbkia,gaixotasunak,gaixotasunUMLS,sintomak,sintomenUMLS,gaixSin,gaixSinUMLS
130,"zona,exantema (eritematoso pruriginoso (exantema de (evolución cefalocaudal ))),conjuntivitis (intensa ),rinorrea","C0019360,C0015230,C0009763,C1260880","sospecha de enfermedad (de Kawasaki ),fiebre,pesar,tos,rinorrea,taquipnea,signos,dificultad (respiratoria )","C0277540,C0015967,C1879338#C0018235,C0010200,C1260880,C0231835,C0311392,C0013404#C0553668","enfermedad (de Kawasaki ),faringoamigdalitis (aguda ),pruriginoso (exantema (eritematoso pruriginoso )de (evolución cefalocaudal )),subcrepitantes (ambas (bases pulmonares )),manchas (orofaríngea blanquecinas mucosa (yugal ))","C0277540 C0332285 -,-,C0439707,-,-"
131,,,"pesimistas,fobia (ponderal ),distorsión de la imagen corporal","C0424134,C0349231#C0015726,C0558116","pérdida (de (apetito )de (peso )),ideas (de muerte ),ideación (autolítica )","-,- C0332285 C1306577#C0011065,C0392348"
132,,,"mujer,conflictos","C0043210#C0015780#C0086418,C0009671",nerviosa,-
133,parálisis (bilateral extremidades (superiores )),C0221165,Mujer,C0043210#C0015780#C0086418,,
134,insomnio de conciliación,C0393760,mujer,C0043210#C0015780#C0086418,,
135,"rash (cutáneo Causado por: poliartritis(ocasionales articulaciones (de las manos ))),exposición","C0015230,C0274281","malestar (general ),debilidad (generalizada ),palidez","C0234215#C0231218,C0424594#C0004093#C3714552,C0030232#C1275397",poliartritis (ocasionales articulaciones (de las manos )),C0162323
136,,,"dolor (agudo ),signos (inflamatorios rodilla (derecha ))","C0184567,C0311392","signos (inflamatorios rodilla (derecha )),cristales (intracelulares )","C0311392 C0333348,- C0178719"
137,lesiones (violáceas manos cuello ),C0332447#C1313971#C0221198,"mujer,debilidad (muscular progresiva )","C0043210#C0015780#C0086418,C0151786",,
138,"tumefacción (ambas (muñecas )2ª ),erosión (apófisis (estiloides del cúbito )carpo (derecho )),tumefacción (ambos (carpos ))","C0038999,C0333307,C0038999","dolor (de (características inflamatorias )),tumefacción (ambas (muñecas )2ª ),rigidez matutina,dolor,tumefacción (ambos (carpos )),rigidez (matutina )","C0030193,C0038999,C0457086,C0030193,C0038999,C0457086",,
139,"hipertensión (arterial ),úlcera (duodenal ),urolitiasis (Causado por: ácido(úrico )),podagra,tofos (ambos (pabellones auriculares ))","C0020538,C0013295,C0451641,C0221168,C0221248",crisis (Causado por: podagra()),C0231224,ácido (úrico ),C0041980
140,"conjuntivitis,uretritis,balanitis","C0009763,C0041976,C0004690",dolor (articular ),C0003862,estomatitits (aftosa ),-
141,impotencia (funcional ),C0242350,"impotencia (funcional ),dolor (contínuo )","C0242350,C0030193","gonartrosis (importante ),Genu (Varo ),limitación (de (la movilidad ))","-,-,C0449295"
142,,,"obeso,dolor (mecánico muslo rodilla (derecha ))","C0028754,C0234252",pérdida (extremidades (inferiores )de (la rotación interna )),-
143,"diabetes (mellitus ),hipertensión (arterial ),hipopotasemia","C0011849,C0020538,C0020621#C1971021#C0032827","cansancio,disminución (del (apetito )),disnea (ligera ),tos (ocasional ),síntomas (urinarios )","C0015672#C0475255,C0232462,C0013404#C0553668,C0010200,C0426359",broncopatía (crónica ),-
144,"enfermedad (crónica estadio (V )Causado por: Poliquistosis(autosómica dominante )renal ),enfermedad","C0403447,C0012634#C0039082",,,Poliquistosis (autosómica dominante ),-
145,"espondilitis (anquilosante ),hipoalbuminemia,edemas,hematuria,deformidad (severa columna (vertebral ))","C0038013,C0239981,C0013604,C0018965,C0302142","proteinuria,edemas,sedimento urinario,hematuria,deformidad (severa columna (vertebral ))","C0033687,C0013604,C2945609#C1261248,C0018965,C0302142",,
146,extrasístoles (ventriculares ),C0151636,"astenia,debilidad (muscular severa )","C0004093#C3714552,C0151786","hipertensión,QT (corto )","-,-"
147,"hipertensión (arterial leve ),edemas (miembros (inferiores )),sedimento","C0020538,C0013604,C0333562","Mujer,edemas (miembros (inferiores )),proteinuria","C0043210#C0015780#C0086418,C0013604,C0033687",,
148,"hipertensión (arterial ),estenosis (ambas (arterias renales ))","C0020538,C0009814#C1261287",Mujer,C0043210#C0015780#C0086418,,
149,valvulopatía,C0018824,"insuficiencia (crónica cardiaca ),soplo (holosistólico apéndice (xifoides ))","C0231179,C0232258",,
150,angina (de (esfuerzo )),C0577698,soplo (sistólico eyectivo ),C0232257,,
151,lesión (maleolar (interna )),C0332447#C1313971#C0221198,"Mujer,dolor (pierna (derecha ))","C0043210#C0015780#C0086418,C0030193","hipertensa,cordones (varicosos ambas (extremidades ))","-,- C0439652"
152,"síndrome (coronario agudo ),edema (Causado por: insuficiencia(cardiaca )agudo pulmón )","C0948089,C0155919","portador,insuficiencia (cardiaca )","C0560175,C0231179",,
153,"miocardiopatía (hipertrófica obstructiva ),hipertrófica","C0878544,C0020564","varón,muerte súbita","C0086582,C0011071",,
154,EPOC (grave ),C0024117,,,,
155,"alergia,asma (bronquial )","C0020517,C0004096#C0085129#C1319018#C1260881","mujer,disnea (de (esfuerzo ))","C0043210#C0015780#C0086418,C0231807",agudizaciones,-
156,"infecciones (respiratorias ),disminución (generalizada del (murmullo vesicular )),hiperinsuflación (tórax cardiaca )","C0009450,C0333668#C0547047,C0020449","disnea (de (moderados esfuerzos )),fumador,murmullo vesicular,hallazgos,signos,atrapamiento (aéreo pulmonar )","C0013404#C0553668,C0337664,C0231857,C0243095,C0311392,C0231819","expectoración (blanquecina diaria ),alargada","C0232515#C0038056,-"
157,,,"ronquidos (nocturnos ),somnolencia diurna,Somnolencia (ligera diurna postprandial ),síntomas,signos,apnea,hipopnea","C0037384,C2219848,C2830004,C1457887,C0311392,C0003578,C0235546#C0221161",fumador,C0337672
158,"esquizofrenia,neumonía (lóbulo (medio )),derrame (pequeño pleural metaneumónico ),leucocitosis","C0036341,C0032285#C3714636,C0032227,C0023518#C0750426","Mujer,hábitos (tóxicos ),persistencia,leucocitosis,conducta","C0043210#C0015780#C0086418,C0018464,C0546816,C0023518#C0750426,C0004927","hábitos (tóxicos ),febrícula","C0018464 -,-"
159,"anemia,esplenomegalia","C0002871#C0221395#C1510654,C0038002","mujer,ictericia (conjuntival )","C0043210#C0015780#C0086418,C0240962",litiasis (biliar ),C0242216
160,"tumefacción (rodilla (derecha )),traumatismo","C0038999,C3263723","Niño de,tumefacción (rodilla (derecha ))","C0680063,C0038999",hemartros,-
161,"epistaxis (de (repetición )),petequias,equimosis,trombocitopenia,púrpura (trombocitopénica inmuni ),PTI","C0014591,C0031256,C0013491,C0040034,C0857305,C0398650","mujer,equimosis,trombocitopenia","C0043210#C0015780#C0086418,C0013491,C0040034",taria (crónica ),-
162,aplasia (medular severa ),C1368107,,,,
163,,,"disnea,malestar (general )","C0013404#C0553668,C0234215#C0231218",Diabético (tipo (1 )),-
164,"accidente (cerebrovascular ),hipertensión (arterial ),diabetes (mellitus tipo (2 )),reducción","C0038454#C1540600,C0020538,C0011860,C0333668",mujer,C0043210#C0015780#C0086418,,
165,"hipopotasemia (Causado por: hipofosforemia()),síndrome (de realimentación )","C0020621#C1971021#C0032827,C0860549",insuficiencia (cardiaca ),C0231179,hipofosforemia,-
166,obesidad,C0028754#C0451819#C1563743,"dietas,dieta","C0012155,C0012155",,
167,"trombosis (mesentérica ),fractura (Colles ) de,anemia (microcítica )","C0087086#C0003148#C0040053,C0009353,C0002871#C0221395#C1510654","cansancio,dolor (óseo )","C0015672#C0475255,C0151825",,
168,"hipertensión (arterial ),Obesidad,disminución (de (la fuerza muscular proximal )),osteoporosis","C0020538,C0028754#C0451819#C1563743,C0333668#C0547047,C0029456",dolores (columna (dorso-lumbar )Causado por: dificultad(progresiva )),C0030193,"dificultad (progresiva ),equímosis,facies (redondeada ),aumento (grasa (supraclavicular )),estrías (rojizas abdomen ),aplastamientos (vertebrales )","C1299586#C0332218,-,C0282631,C0442805,-,-"
169,"bulto,zona,masa (firme )","C0577559,C0019360,C1306372#C0577559","Mujer,bulto,masa (firme )","C0043210#C0015780#C0086418,C0577559,C1306372#C0577559",adenopatías,-
170,"infarto (agudo miocardio ) de,obesidad","C0155626,C0028754#C0451819#C1563743","Fumador,falleció","C0337664,C1546956",diabetes,-
171,,,"Niño de,distracciones","C0680063,C0424537#C1369038",,
172,"hematuria,leucocitosis","C0018965,C0023518#C0750426","fiebre,hallazgos,hematuria,leucocitosis","C0015967,C0243095,C0018965,C0023518#C0750426",leucocituria,-
173,"infección (respiratoria vías (altas )),masas,rinorrea (acuosa )","C0009450,C1306372#C0577559,C1260880","heces (líquidas ),vómito (alimentario ),lactancia,bien nutrido,eupneica,masas,rinorrea (acuosa ),acuosa","C0232708,C0577085,C0231330#C0006147,C2364291,C0231795,C1306372#C0577559,C1260880,C0443350",megalias (abdomen ),-
174,fibrosis (quística ),C0010674#C1527396#C0016033,,,,
175,"esplenomegalia (marcada ),hipergammaglobulinemia (policlonal )","C0038002,C0154254","debilidad,palidez (mucocutánea )","C0424594#C0004093#C3714552,C0030232#C1275397","episodios (febriles ),pérdida (de (apetito ))","C0332189 C0015967,-"
176,"lesiones (habonosas tronco ),rinorrea (acuosa abundante )","C0332447#C1313971#C0221198,C1260880","niño de,enrojecimiento (facial perioral ),tos,rinorrea (acuosa abundante ),acuosa,hipoventilación (bilateral ),sibilancias (hipoventilación (bilateral )),relleno capilar (inferior )","C0680063,C0016382,C0010200,C1260880,C0443350,C3203358,C0043144#C0392681,C0425716",tiraje (supraesternal rinorrea (acuosa abundante )),-
177,"lesiones (cutáneas piernas glúteos ),infección (vías (respiratorias superiores )) de,petequias,lesiones (purpúricas glúteos extremidades (inferiores ))","C0332447#C1313971#C0221198,C0041912,C0031256,C0332447#C1313971#C0221198","Niño de,dolor (abdominal intenso tipo (cólico )),cólico,pérdida (de (peso )),dolor abdominal,dolor (intenso abdominal difuso ),hallazgos","C0680063,C0000737,C0423605#C0232488#C3665357,C0043096#C1285591,C0000737,C0520963,C0243095","deposiciones (diarreicas ),visceromegalias","-,-"
178,"Diabetes (Mellitus tipo (2 )),deterioro (cognitivo leve ),atrofia (cortical difusa ),zona,deterioro (de (la memoria )),trastorno (conductual ),trastornos (del (tono )de (la marcha )),traumatismo (craneo encefálico leve Causado por: caida(accidental ))","C0011860,C1265875#C0684336#C0231171,C0333641#C0037154,C0019360,C1265875#C0684336#C0231171,C0012634#C0039082,C0012634#C0039082,C3263723","deterioro (cognitivo leve ),deterioro (de (la memoria )),alucinaciones,temblor","C1265875#C0684336#C0231171,C1265875#C0684336#C0231171,C0018524,C0040822#C1527384","VIH,trastorno (conductual ),focalidad (neurológica ),caida (accidental )","C0458074#C0019682,C0012634#C0039082 -,-,-"
179,"parkinsonismo,distonía,enfermedad","C0242422,C0013421#C0393593,C0012634#C0039082","temblor,distonía,conducta,síntomas (neurológicos )","C0040822#C1527384,C0013421#C0393593,C0004927,C1457887","alteración (de (conducta )),síntomas (neurológicos )","-,C1457887 C0205494"
180,"insomnio,síndrome (de piernas inquietas )","C0917801#C0424566,C0035258","Mujer,sensación (de hormigueo ),síntomas","C0043210#C0015780#C0086418,C0423572,C1457887",quemazón (piernas brazos ),-
181,,,"problemas (para (la comprensión )),incapacidad,parafasias (semánticas )","C0033213,C0231172,C0234488",,
182,"pancreatitis (aguda ),necrosis (páncreas ),leucocitosis","C0001339#C0341461,C0027540,C0023518#C0750426","fiebre (elevada ),leucocitosis,sedimento urinario","C0015967,C0023518#C0750426,C2945609#C1261248",,
183,"apendicitis,vómitos (de (repetición )),dilatación (asas (de intestino delgado ))","C0003615,C0042963,C0012359","Mujer,distensión (abdominal ),timpanismo","C0043210#C0015780#C0086418,C0000731,C0000731#C1291077","deposición (diarreica ),irritación (peritoneal )","-,C0441723"
184,"lesiones (pustulosas pruriginosas ),erosiones (diminutas )","C0332447#C1313971#C0221198,C0333307",,,pruriginosas,C0439707
185,cáncer (próstata ),C1306459#C0936282#C0006826,,,,
186,"Lesión (Intraepitelial Bajo (Grado )),infecciones (vaginales de (repetición ))","C0332447#C1313971#C0221198,C0009450","Mujer,mujer","C0043210#C0015780#C0086418,C0043210#C0015780#C0086418","L-SIL,Trichomoniasis","-,-"
187,dilatación,C0012359,"Mujer,gestación,registro,conducta","C0043210#C0015780#C0086418,C0549206#C0032961#C0549169,C0079809#C0421433,C0004927",patrón (fetal decelerativo ),C0449774 - -
188,"lesión (intraepitelial de (alto grado )H-SIL ),abortos,dilatación,membranas (amnióticas )","C0332447#C1313971#C0221198,C0156543#C1281512,C0012359,C0332875","mujer,gestación,vivos,contracciones,embarazo","C0043210#C0015780#C0086418,C0549206#C0032961#C0549169,C2584946,C1140999,C0549206#C0032961#C0549169","H-SIL,sensación (de peso hipogastrio )","-,C0036658#C1455667 C0332285 C0043100"
189,asma (alérgico grave persistente ),C0004096#C0085129#C1319018#C1260881,mujer,C0043210#C0015780#C0086418,efectos (teratogénicos ),C1704419#C1280500#C1280519 -
190,"vómito,diverticulitis (aguda )","C0042963#C0042965,C0012813","mujer,dolor (fosa (ilíaca izquierda )) en,fiebre,dolor a la palpación","C0043210#C0015780#C0086418,C0476307,C0015967,C0234233","ocupación,defensa (fosa (ilíaca izquierda )),descompresión","C0028811,-,C1829459#C0021153"
191,"enfermedad (ulcerosa péptica crónica ),estenosis (Causado por: enfermedad(ulcerosa péptica crónica )píloro-duodenal )","C0012634#C0039082,C0009814#C1261287","astenia,sudoración,mareos","C0004093#C3714552,C0038990,C0012833#C0220870","enfermedad (ulcerosa péptica crónica ),estado (nauseoso ),retortijones (abdominales ),despeños (diarreicos )","C0012634#C0039082 C0041582,C0449438#C1301808 C0027497,-,-"
192,"fractura,arteritis,osteoporosis","C0016658,C0003860,C0029456","Mujer,menopausia","C0043210#C0015780#C0086418,C0025320#C0567312",,
193,"tumefacción,impotencia (funcional ),derrame (articular rodilla (derecha )),leucocitosis con neutrofilia,monoartritis (aguda )","C0038999,C0242350,C1253936#C0311222,C3665444#C1282609,C0158026","dolor,tumefacción,impotencia (funcional ),fiebre (rodilla (derecha )de (38°C )),signos (inflamatorios )","C0030193,C0038999,C0242350,C0015967,C0311392","signos (inflamatorios ),elevación (Causado por: leucocitosis()Causado por: neutrofilia()de (la proteina C reactiva ))","C0311392 C0333348,C0439775"
194,edemas,C0013604,"edemas,astenia,hipogammaglobulinemia","C0013604,C0004093#C3714552,C0001768#C0086438",cadenas (ligeras (kappa )),C3540771#C0337112
195,"hemoptisis,depósito","C0019079,C0442627#C0333562",disnea,C0013404#C0553668,semilunas (glomérulos ),-
196,"tumor (renal (izquierdo )),carcinoma (células (renales )) de,defectos,infiltración (hepática )","C0027651,C0279702#C0007134#C1378703,C1457869#C0231172,C0702249#C0332448","defectos,hallazgos","C1457869#C0231172,C0243095",,
197,"lesiones (eritemato-violáceas de (pequeño tamaño )región (pretibial )),hematuria","C0332447#C1313971#C0221198,C0018965","sedimento urinario,hematuria","C2945609#C1261248,C0018965",,
198,"insuficiencia (renal crónica estadio (5 )),tromboembolismo (pulmonar )","C0403447,C0040038",Mujer,C0043210#C0015780#C0086418,diabetes (tipo (2 )),-
199,edemas,C0013604,"edemas,proteinuria","C0013604,C0033687",,
200,"masa (sólido-quística hemisferio (cerebeloso derecho )),lesión","C1306372#C0577559,C0332447#C1313971#C0221198","ataxia,cefaleas,masa (sólido-quística hemisferio (cerebeloso derecho ))","C0004134,C0018681,C1306372#C0577559","procesos (Causado por: lesión()citoplasmáticos largos ),patrón (fascicular )","C1522240 - C0205166#C0392744,C0449774 C0205241"
201,"SIDA,hepatitis (B )","C0001175,C0019163","Varón,homosexual","C0086582,C0019900",VIH,C0458074#C0019682
202,"angina (estable Causado por: cardiopatía(isquémica Causado por: obstrucción(subtotal arteria (coronaria descendente anterior )))),cardiopatía (isquémica Causado por: obstrucción(subtotal arteria (coronaria descendente anterior ))),obstrucción (subtotal arteria (coronaria descendente anterior ))","C0002962,C0002962#C0151744,C0028778",,,diabético,-
203,"angina,síncopes","C0002962,C0039070#C0332521","disnea (de (medianos esfuerzos )),síncopes","C0013404#C0553668,C0039070#C0332521",,
204,"síncope,asistolia","C0039070#C0332521,C0018790","mareos (repentinos ),pródromos,síncope,registro","C0012833#C0220870,C0240805,C0039070#C0332521,C0079809#C0421433",,
205,"fibrilación (auricular ),bloqueo (auriculoventriuclar completo )","C0004238,C0028778",Mujer,C0043210#C0015780#C0086418,hipertensa,-
206,"edemas (maleolares ),edemas (Ligeros maleolares ),arritmia (completa Causado por: fibrilación(auricular )),fibrilación (auricular ),Trastorno (de conducción rama (derecha del haz de His ))","C0013604,C0013604,C0003811,C0004238,C0012634#C0039082","Mujer,soplo (cardiaco ),cansancio (fácil ),edemas (maleolares ),cianosis,Soplo (sistólico eyectivo foco (pulmonar )),ruido,edemas (Ligeros maleolares )","C0043210#C0015780#C0086418,C0006318#C0018808,C0015672#C0475255,C0013604,C0010520,C0232257,C0006318,C0013604","palpitaciones,estertores,hepatomeglaia (Ligera ),Trastorno (de conducción rama (derecha del haz de His ))","-,-,-,C0012634#C0039082 C0332285 C0457405"
207,"ascitis (desproporcionadamente (elevada )Causado por: edema(periférico )),edema (periférico )","C0003962,C0085649",insuficiencia (cardiaca ),C0231179,,
208,"gastroenteritis (aguda ),deshidratación (leve )","C0267446,C3472705",signos,C0311392,"sangre,moco","C0005767,C0026727"
209,"angioedema (cara conjuntivitis ),conjuntivitis,alergia,hipotensión (leve )","C0002994,C0009763,C0020517,C0020649","congestión (nasal ),sibilancias (pálido diseminadas )","C0027424,C0043144#C0392681","ronquera,pálido,sudoroso","-,C1971630#C0017651,-"
210,,,ictericia,C0022346,,
211,"petequias,equimosis,petequias (diseminadas Causado por: EEII()),equimosis (abdomen pequeñas ),zonas,decúbito,esplenomegalia","C0031256,C0013491,C0031256,C0013491,C0019360,C0442303#C0011127,C0038002","equimosis,equimosis (abdomen pequeñas ),hallazgos","C0013491,C0013491,C0243095","cuadro (gripal ),adenopatías","-,-"
212,,,mujer,C0043210#C0015780#C0086418,,
213,fractura (patológica fémur (izquierdo )),C0016663,hallazgos,C0243095,,
214,"pancitopenia (severa ),anemia (aplásica grave )","C0030312,C0002874",presencia de células (inmaduras ),C0427850,células (inmaduras ),C0427850 C0205252
215,petequias (extremidades (inferiores )),C0031256,"cefalea,astenia","C0018681,C0004093#C3714552",esquistocitos,C0221282
216,"coma,lesiones (puntiformes hemorrágicas cuerpo (calloso )unión (córtico-subcortical ))","C0009421,C0332447#C1313971#C0221198",coma,C0009421,,
217,"lagrimeo (intenso ),rinorrea","C2363241#C0152227,C1260880","Mujer,dolor intenso,rinorrea","C0043210#C0015780#C0086418,C0458256,C1260880",,
218,"hemiparesia (derecha ),deterioro (cognitivo ),hematoma (lobar (frontal izquierdo )),hematoma","C0457435,C1265875#C0684336#C0231171,C0018944,C0018944","afasia,dieta,deterioro (cognitivo )","C0003537,C0012155,C1265875#C0684336#C0231171",hipertensión,-
219,deterioro (cognitivo lentitud ),C1265875#C0684336#C0231171,"deterioro (cognitivo lentitud ),torpeza (de (movimientos )),alucinaciones (visuales )","C1265875#C0684336#C0231171,C0233844,C0018524","lentitud,empeoramiento (del (estado motor ))","-,-"
220,"amaurosis (monocular ),papiledema (bilateral )","C0376288,C0030353#C0155288","Mujer,obesa,cefalea (pulsátil ),papiledema (bilateral )","C0043210#C0015780#C0086418,C0028754,C0423618,C0030353#C0155288",diplopia (horizontal ),-
221,,,fiebre,C0015967,"bronquítico (crónico ),cuadro (neumónico ),Streptococcus (pneumoniae ),CMI","-,-,-,-"
222,rash (cutáneo ),C0015230,"fiebre,relación sexual","C0015967,C1314687#C0009990#C0009253","adenopatías (cervicales ),VIH","-,C0458074#C0019682"
223,"amigdalitis (pultácea ),exantema,hepatoesplenomegalia,pancitopenia,coagulopatía,insuficiencia (Causado por: confusión()respiratoria ),placa","C0040425,C0015230,C0019214,C0030312,C0005779,C0035229,C0332461","fiebre (38,5ºC ),fiebre continua,se traslada,confusión,insuficiencia (Causado por: confusión()respiratoria )","C0015967,C0424767,C0728827,C0009090,C0035229","virus (de Epstein-Barr ),hepatitis (ictérica ),infiltrados (tórax )","C0042776 C0332285 -,C0019158,-"
224,"leucemia (Causado por: neumonía()),neumonía,infiltrado,lesión,punción","C0023418,C0032285#C3714636,C0332448,C0332447#C1313971#C0221198,C0033119",signo del halo,C0233205,,
225,"tuberculosis (pulmonar ),tuberculosis","C0041327,C0041296","consumo excesivo de alcohol,tos (Causado por: tuberculosis(pulmonar )),fiebre,régimen","C0560219,C0010200,C0015967,C0012155","expectoración,Mycobacterium (tuberculosis )","C0232515#C0038056,C0026926"
226,"diabetes (mellitus tipo (2 )),exantema (máculo-papuloso generalizado ),petequias (miembros (inferiores )),leucopenia,gota (gruesa sangre (periférica ))","C0011860,C0015230,C0031256,C0023530#C0750394,C0018099#C1321095","fiebre,escalofríos,cefalea,leucopenia","C0015967,C0234192#C0085593#C0424790,C0018681,C0023530#C0750394","tiritona,artromialgias,elevación (grave de (aminotransferaras )),malaria","-,-,C0439775,C1320124"
227,lesión (ulcerosa glande ),C0041582,"fiebre,malestar (general ),homosexuales,HIV negativo","C0015967,C0234215#C0231218,C0019900,C0481430",adenopatías (inguinales bilaterales ),-
228,"hepatomegalia (dolorosa ),hipergammaglobulinemia (policlonal ),infección (Causado por: VIH()),adherencia","C0019209,C0154254,C0019693,C0001511","Mujer,fiebre,síntomas","C0043210#C0015780#C0086418,C0015967,C1457887","focalidad (infecciosa ),elevación (moderada de (la bioquímica hepática )),VIH,poliartritis (simétrica seronegativa )","-,C0439775,C0458074#C0019682,C0162323"
229,anemia (ferropénica aumento (reciente del (ritmo deposicional ))),C0162316#C0008272,,,aumento (reciente del (ritmo deposicional )),C0442805
230,"adicción drogas,hepatomegalia (dolorosa ),ascitis","C1510472,C0019209,C0003962","Mujer,astenia,anorexia,pérdida (de (peso )ictericia ),ictericia,fiebre,dolor (abdominal ),problemas familiares,desorientación (temporo-espacial ),asterixis,volumen","C0043210#C0015780#C0086418,C0004093#C3714552,C1971624,C0043096#C1285591,C0022346,C0015967,C0000737,C0424960,C0233407,C0232766,C0449468#C0178733","malnutrición,irritación (peritoneal )","-,C0441723"
231,"enfermedad,disfagia","C0012634#C0039082,C0232520#C0011168","disfagia,líquidos,pirosis","C0232520#C0011168,C0444611#C1304698#C1697794#C0302908#C1704353,C0018834",impactaciones,-
232,colitis (ulcerosa extensa ),C0009324#C2919828,Mujer,C0043210#C0015780#C0086418,brote (grave ),-
233,anemia (hígado ),C0002871#C0221395#C1510654,"ictericia (conjuntival ),dolor (abdominal )","C0240962,C0000737",,
234,"anemia,hernia (hiato ) de,divertículos (sigma )","C0002871#C0221395#C1510654,C3489393,C0012817#C1510475","Mujer,dolores (articulares ),ciego","C0043210#C0015780#C0086418,C0030193,C0332224#C0525065#C1278925#C0456909#C0007531",,
235,"ascitis tensión,edemas (maleolares ),ascitis,masas (abdominales )","C0741244,C0013604,C0003962,C1306372#C0577559","Mujer,astenia,anorexia,adelgazamiento,edemas (maleolares ),signos,masas (abdominales ),hallazgos,líquido","C0043210#C0015780#C0086418,C0004093#C3714552,C1971624,C0332528,C0013604,C0311392,C1306372#C0577559,C0243095,C0444611#C1304698#C1697794#C0302908#C1704353",,
236,hiperparatiroidismo,C0020502,,,,
237,diabetes (mellitus tipo (2 )),C0011860,"dieta,astenia","C0012155,C0004093#C3714552",,
238,,,,,,
239,"tumor neuroendocrino,tumor (neuroendocrino cola (del páncreas )),tumor,quiste (simple hepático )","C0206754,C0027651,C0027651,C0037157","mujer,amenorrea,cólicos (renoureterales de (repetición )),cólicos (renoureterales )","C0043210#C0015780#C0086418,C0002453,C0423605#C0232488#C3665357,C0423605#C0232488#C3665357",,
240,"irritación (meníngea ),lesión (ocupante silla (turca )) de espacio,adenoma (hipofisario ),hemorragia (Causado por: adenoma(hipofisario )intratumoral ),desviación (tallo (hipofisario )),compresión","C0025287,C0332562,C0032000,C0019080,C0185033#C0333051,C0332459#C1285497","Mujer,cefalea (intensa ),signos,hemorragia (Causado por: adenoma(hipofisario )intratumoral )","C0043210#C0015780#C0086418,C0018681,C0311392,C0019080","alteraciones (visuales bilaterales ),oftalmoplejia","-,-"
241,hiperpotasemia,C0020461,"Mujer,insuficiencia (cardiaca moderada ),tos (persistente )","C0043210#C0015780#C0086418,C0231179,C0562483","hipertensión,picor (garganta ),alteración (analítica )","-,-,-"
242,"ptosis (palpebral ),miosis (izquierda ),pinchazo,lesión","C0005745,C0728710#C0026205,C0439814#C0033119,C0332447#C1313971#C0221198","tos (persistente ),miosis (izquierda )","C0562483,C0728710#C0026205",sintomatología (ocular ),-
243,,,"mujer,pupilas puntiformes","C0043210#C0015780#C0086418,C0235231",,
244,"neoplasia (páncreas ) de,edema (miembro (inferior )ingle )","C0030297,C0013604","dolor,edema (miembro (inferior )ingle )","C0030193,C0013604",,
245,"enfermedad (pulmonar obstructiva crónica ),insuficiencia (Causado por: poliglobulia()respiratoria ),enfermedades","C0024117,C0035229,C0012634#C0039082","insuficiencia (Causado por: poliglobulia()respiratoria ),hallazgos","C0035229,C0243095","EPOC,poliglobulia","-,-"
246,"cirrosis (hepática ),ascitis,derrame (Causado por: cirrosis(hepática )pleural )","C0023890,C0003962,C0032227",,,,
247,"derrame (pleural ),linfocitosis (intensa )","C0032227,C0024282#C0853698",linfocitosis (intensa ),C0024282#C0853698,atipias (células (mesoteliales )),-
248,,,sibilancias (inspiratorias ),C0231874,"asmático,agudización","-,-"
249,"colitis (ulcerosa extensa ),cáncer (colorrectal )","C0009324#C2919828,C1306459#C0936282#C0006826",,,,
250,"asma,alergia","C0004096#C0085129#C1319018#C1260881,C0020517",incapacidad (para (deglutir )),C0231172,pelo (de gato ),C0440419
251,"enfermedades (concomitantes ),melenas,úlcera (excavada cara (anterior del bulbo duodenal )),sangrado (activo )","C0012634#C0039082,C0025222#C0222048,C0041582,C0019080","estómago normal,sangrado (activo )","C0577026,C0019080","sangre,restos (hemáticos )","C0005767,-"
252,"cirrosis (hepática ),edemas","C0023890,C0013604","distensión (abdominal progresiva ),malestar (difuso ),fiebre,síntomas,edemas,líquido (ligeramente (turbio ))","C0000731,C0231218,C0015967,C1457887,C0013604,C0444611#C1304698#C1697794#C0302908#C1704353","bebedor (activo ),matidez","-,-"
253,"infección (Causado por: virus(hepatitis (B ))),hepatitis (B )","C0009450,C0019163",,,"virus (hepatitis (B )),hepatitis (B ),VHB","C0019169,C0019169,-"
254,"cáncer (colon ),pólipo (pediculado sigma ),carcinoma situ,pólipo (Causado por: carcinoma()cabeza )","C1306459#C0936282#C0006826,C0522622,C0007099,C0032584","aspecto normal,hallazgo,conducta","C1271005#C0233426#C0332441#C0700364,C0243095,C0004927",,
255,zonas,C0019360,"Mujer,tumoración (ovárica sólido-quística ),síntomas (abdominales inespecíficos )","C0043210#C0015780#C0086418,C0577559,C1457887",elementos (bronquial neuroectodérmicos ),C0013879 -
256,"diarrea (crónica acuosa ),úlceras,atrofia,lesión (intestinal )","C0401151,C0041582,C0333641#C0037154,C0332447#C1313971#C0221198","Mujer,acuosa","C0043210#C0015780#C0086418,C0443350","áreas (friables ),engrosada,denudación (epitelial )","C0205146 -,-,-"
257,"carcinoma (ductal infiltrante mama ) de,tumor","C1134719,C0027651",Mujer,C0043210#C0015780#C0086418,neoplasia,C0573984
258,"hipotensión,complicación (mecánica infarto ),infarto,derrame (pericárdico )","C0020649,C0009566#C2362589,C0021308,C0031039#C0349077","volumen,soplo","C0449468#C0178733,C0006318#C0018808",IAM (anterior ),-
259,bloqueo (auriculo-ventricular completo ),C0028778,"fiebre,disnea (de (reposo )),insuficiencia (cardiaca ),signos","C0015967,C0013404#C0553668,C0231179,C0311392",Streptococcus (gallolyticus ),-
